,PM10,PM25,CO,SO2,NO2,O3,aod354,aod443,aod550,alh,distance,t2m,rh,blh,sp,ws,wd
2022-01-21 05:00:00,36.0,25.0,0.7,0.004,0.037,0.018,0.2102435827255249,0.170191079378128,0.1518871486186981,1.7746789455413818,2.390000104904175,275.963,28.007,801.487,101923.745,0.76,190.305
2022-01-21 06:00:00,34.0,24.0,0.6,0.004,0.04,0.016,0.2557962536811828,0.1770414412021637,0.1197434067726135,1.393509030342102,2.693000078201294,276.162,27.826,834.826,101889.026,0.471,208.523
2022-01-22 01:00:00,50.0,40.0,0.8,0.004,0.049,0.005,0.723774790763855,0.5503667593002319,0.3896945714950561,0.3939281105995178,2.6540000438690186,273.24,45.456,86.302,101728.861,0.405,121.765
2022-01-23 05:00:00,74.0,60.0,0.8,0.005,0.031,0.031,0.9197660684585572,0.640546441078186,0.4358137249946594,0.1260535717010498,3.211999893188477,279.361,44.908,580.79,101010.008,2.182,316.764
2022-01-23 06:00:00,78.0,62.0,0.8,0.005,0.029,0.035,2.202548027038574,1.5308533906936646,1.0396262407302856,0.0073924660682678,3.0,279.299,45.353,597.561,100973.268,2.093,313.509
2022-01-24 01:00:00,25.0,13.0,0.5,0.004,0.032,0.023,0.3489057719707489,0.2428450435400009,0.1651370972394943,0.4517857432365417,2.749000072479248,276.712,63.466,526.958,101196.718,2.841,83.573
2022-01-24 02:00:00,23.0,11.0,0.4,0.004,0.021,0.031,0.4415160119533539,0.3067741394042969,0.2082740664482116,0.4718948602676391,2.742000102996826,277.777,57.025,676.616,101206.099,3.138,92.283
2022-01-26 01:00:00,63.0,48.0,0.8,0.004,0.039,0.018,0.6309247612953186,0.4374196529388428,0.2963426113128662,1.1666245460510254,2.23799991607666,273.999,60.666,411.798,101382.457,2.517,300.386
2022-01-26 03:00:00,58.0,44.0,0.7,0.005,0.027,0.031,0.532149076461792,0.368653804063797,0.2495680153369903,0.3211643695831299,1.4290000200271606,276.198,45.93,757.736,101391.689,2.881,294.154
2022-01-26 04:00:00,61.0,44.0,0.6,0.005,0.024,0.034,0.2113310098648071,0.171071320772171,0.1526727378368377,1.4583147764205933,1.4880000352859497,276.979,41.723,938.972,101347.391,3.309,291.261
2022-01-26 05:00:00,64.0,46.0,0.6,0.005,0.027,0.036,0.5871180295944214,0.4075096547603607,0.2763822674751282,0.5822780728340149,1.6100000143051147,277.256,38.991,1044.27,101275.364,3.262,297.476
2022-01-26 06:00:00,64.0,47.0,0.6,0.005,0.021,0.041,0.5003887414932251,0.3473527729511261,0.2356091737747192,0.8193740844726562,1.399999976158142,277.219,38.604,1055.135,101266.268,3.277,293.483
2022-01-27 01:00:00,73.0,54.0,0.8,0.004,0.042,0.013,0.8832331895828247,0.6152405738830566,0.4186825156211853,0.3952985405921936,1.871000051498413,271.661,46.397,316.13,101432.05,1.9,319.526
2022-01-27 02:00:00,76.0,56.0,0.7,0.005,0.034,0.019,0.4712320268154144,0.3270339965820312,0.2217750251293182,0.9345568418502808,1.5130000114440918,273.192,40.825,450.543,101420.608,1.996,304.407
2022-01-27 03:00:00,76.0,55.0,0.6,0.005,0.026,0.028,0.5996066331863403,0.4173415005207062,0.28379887342453,0.1025224328041076,1.2059999704360962,274.5,36.431,611.797,101369.726,2.316,292.757
2022-01-27 05:00:00,59.0,45.0,0.5,0.004,0.023,0.034,1.1930556297302246,0.8296271562576294,0.5636733770370483,0.2041719555854797,1.3109999895095823,275.912,33.268,759.914,101212.854,3.019,289.023
2022-01-27 06:00:00,59.0,41.0,0.5,0.004,0.018,0.039,0.3411802947521209,0.2371088713407516,0.1610089987516403,1.025681495666504,0.9649999737739564,275.988,33.875,788.707,101202.721,3.147,292.352
2022-01-28 01:00:00,35.0,23.0,0.5,0.004,0.02,0.025,0.1648011654615402,0.1334185898303985,0.1190707236528396,1.5598973035812378,2.5209999084472656,269.387,41.317,434.272,101472.657,2.687,318.862
2022-01-28 02:00:00,32.0,20.0,0.4,0.004,0.019,0.026,0.157104805111885,0.1271805316209793,0.1135027855634689,1.9615615606307983,2.2929999828338623,270.988,37.466,514.736,101452.118,2.765,312.494
2022-01-28 03:00:00,35.0,21.0,0.5,0.004,0.019,0.028,0.1690865159034729,0.1368860155344009,0.1221650838851928,1.854310154914856,1.6820000410079956,272.492,34.361,634.715,101399.673,3.029,308.648
2022-01-28 04:00:00,40.0,26.0,0.5,0.004,0.018,0.029,0.0868404507637023,0.0702968016266822,0.0627363994717598,1.8725489377975464,1.6749999523162842,273.664,31.942,764.786,101281.819,3.253,307.205
