,aod354,aod443,aod550,alh,distance,AOD_440nm
2022-01-01 02:00:00,0.2383496165275573,0.164966270327568,0.1115762591361999,1.8127561807632449,1.96399998664856,0.1959618
2022-01-01 03:00:00,0.2603695690631866,0.180206686258316,0.1218842789530754,2.393631935119629,2.4019999504089355,0.2648981666666666
2022-01-01 04:00:00,0.1342905461788177,0.1087073907256126,0.0970159471035003,1.8166348934173584,2.5829999446868896,0.2939151666666666
2022-01-01 05:00:00,0.2878016829490661,0.199209913611412,0.1347483843564987,0.8627195358276367,2.5899999141693115,0.3185496666666667
2022-01-01 06:00:00,0.4080479145050049,0.2825411260128021,0.1911803185939788,0.1718130707740783,2.822000026702881,0.3133415
2022-01-02 05:00:00,0.2203648686408996,0.152518630027771,0.1031572073698043,2.5695104598999023,2.220000028610229,0.246204
2022-01-02 06:00:00,0.2267195284366607,0.1569168418645858,0.1061319559812545,2.152385950088501,2.4790000915527344,0.1642796666666666
2022-01-03 02:00:00,0.2940192520618438,0.2047912031412124,0.1393540501594543,1.3366484642028809,1.5490000247955322,0.3520473333333333
2022-01-03 03:00:00,0.230852797627449,0.1598630249500274,0.1081809699535369,1.9931833744049072,1.7139999866485596,0.3390585
2022-01-03 04:00:00,0.2431828528642654,0.1683114469051361,0.1138387992978096,1.1616413593292236,1.8530000448226929,0.3180465
2022-01-03 05:00:00,0.3869742453098297,0.2684380412101745,0.1819591522216797,1.009242057800293,1.7130000591278076,0.357139
2022-01-04 02:00:00,0.1049594432115554,0.0849640071392059,0.0758261606097221,1.7975037097930908,1.5049999952316284,0.1958983333333333
2022-01-04 03:00:00,0.0735825225710868,0.0595645830035209,0.0531584359705448,1.9359036684036253,2.3510000705718994,0.2180303333333333
2022-01-04 04:00:00,0.0932995229959487,0.0755253732204437,0.067402645945549,1.988081455230713,2.26200008392334,0.1763951666666666
2022-01-04 05:00:00,0.0591353140771389,0.04092862829566,0.0276823788881301,2.0002572536468506,1.787999987602234,0.1427613333333333
2022-01-04 06:00:00,0.0639457404613494,0.0442580133676528,0.0299342311918735,2.129673719406128,1.9210000038146973,0.1364858333333333
2022-01-06 02:00:00,0.1218933314085006,0.0986718833446502,0.0880597531795501,1.7550437450408936,1.9290000200271609,0.152186
2022-01-06 03:00:00,0.0811135321855545,0.0656608939170837,0.0585990846157074,1.9344559907913208,2.013999938964844,0.1925116666666666
2022-01-06 04:00:00,0.1111143752932548,0.0899463891983032,0.0802726820111274,1.927395820617676,2.2160000801086426,0.2078561666666666
2022-01-06 05:00:00,0.1171108558773994,0.0812650397419929,0.0551029928028583,2.004767894744873,2.1619999408721924,0.2053928333333333
2022-01-06 06:00:00,0.112916961312294,0.0781518816947937,0.0528586022555828,2.3372395038604736,1.986999988555908,0.20053
2022-01-07 02:00:00,0.1195515692234039,0.0967762544751167,0.0863679870963096,1.99274480342865,1.1419999599456787,0.2255698333333333
2022-01-07 03:00:00,0.0757921859622001,0.0613533109426498,0.0547547712922096,1.92725932598114,1.2380000352859497,0.2062995
2022-01-07 04:00:00,0.0913665071129798,0.0739606097340583,0.0660061687231063,1.939242243766785,1.4589999914169312,0.1593671666666666
2022-01-07 05:00:00,0.0818506926298141,0.0566503591835498,0.0383158847689628,2.1156346797943115,1.465999960899353,0.1399275
2022-01-07 06:00:00,0.0945798158645629,0.0654604062438011,0.044274628162384,2.451570987701416,1.1799999475479126,0.1053253333333333
2022-01-09 05:00:00,0.9741044044494628,0.6754670143127441,0.4576949775218963,0.5826887488365173,0.8199999928474426,0.8625959999999999
2022-01-09 06:00:00,0.7291613817214966,0.5544627904891968,0.3925948441028595,1.2997257709503174,0.277999997138977,0.7278186666666667
2022-01-10 02:00:00,1.024649143218994,0.7115371227264404,0.4828081727027893,0.1732799410820007,0.3880000114440918,0.478382
2022-01-11 01:00:00,0.2958957254886627,0.2052534818649292,0.1391267925500869,2.0041003227233887,0.5440000295639038,0.1467691666666666
2022-01-11 02:00:00,0.3350062072277069,0.2318642139434814,0.1568232923746109,0.7647936344146729,0.2639999985694885,0.1372396666666666
2022-01-11 03:00:00,0.298134446144104,0.2063445150852203,0.1395628154277801,1.1718246936798096,0.0860000029206276,0.1501594999999999
2022-01-11 04:00:00,0.238116055727005,0.164804607629776,0.1114669218659401,0.962267518043518,0.5550000071525574,0.1268628333333333
2022-01-11 05:00:00,0.2319858372211456,0.1614571660757064,0.1097866743803024,1.7867481708526611,2.345999956130981,0.1347426666666666
2022-01-11 06:00:00,0.1450777053833007,0.10041094571352,0.0679136663675308,2.307846546173096,1.715999960899353,0.1225555
2022-01-12 01:00:00,0.0648032799363136,0.0448515266180038,0.0303356628865003,2.8410122394561768,1.88100004196167,0.0914149999999999
2022-01-12 02:00:00,0.0840411111712455,0.0680307522416114,0.0607140623033046,2.0203566551208496,2.065000057220459,0.1313146666666666
2022-01-12 03:00:00,0.0961798280477523,0.0778569728136062,0.0694834738969802,1.9413713216781616,1.6950000524520874,0.099675
2022-01-12 04:00:00,0.1047466322779655,0.0847917422652244,0.0756724178791046,2.0409207344055176,1.5470000505447388,0.123897
2022-01-12 05:00:00,0.0817085951566696,0.0661476999521255,0.059034027159214,1.953933954238892,1.5700000524520874,0.121671
2022-01-13 01:00:00,0.3484742641448974,0.2450222074985504,0.1681575328111648,0.6410191059112549,1.9259999990463257,0.2134091666666666
2022-01-13 02:00:00,0.1427284479141235,0.0987849533557891,0.0668139308691024,1.9966636896133425,2.2149999141693115,0.20384
2022-01-13 04:00:00,0.1285681128501892,0.104076862335205,0.0928836241364479,2.143857955932617,1.6330000162124634,0.153208
2022-01-14 01:00:00,0.1353394985198974,0.1098174676299095,0.0979869589209556,0.8383290767669678,1.725000023841858,0.0834383333333333
2022-01-14 02:00:00,0.111710712313652,0.0904342979192733,0.0807086154818534,1.4938344955444336,1.9129999876022337,0.0875524999999999
2022-01-14 03:00:00,0.0445778295397758,0.0360854752361774,0.0322044938802719,1.9716604948043823,1.7790000438690186,0.0941795
