,aod354,aod443,aod550,alh,distance,AOD_440nm
2022-01-03 05:00:00,0.318246454000473,0.2425137460231781,0.1720254272222519,1.022085666656494,1.6720000505447388,0.3260686666666666
2022-01-03 06:00:00,0.3336763679981231,0.2538047134876251,0.1797548085451126,0.9017369747161864,2.0929999351501465,0.3752355
2022-01-04 01:00:00,0.1837002784013748,0.1396875083446502,0.0989076346158981,1.56693696975708,0.1879999935626983,0.1361938333333333
2022-01-04 02:00:00,0.1286938190460205,0.0978600829839706,0.0692911371588707,1.7406023740768433,0.6470000147819519,0.1957011666666666
2022-01-04 03:00:00,0.0985037237405777,0.0749615058302879,0.0531129874289035,1.7672691345214844,3.0810000896453857,0.1318156666666667
2022-01-04 04:00:00,0.1095362454652786,0.0832924619317054,0.0589763410389423,1.838625431060791,3.2090001106262207,0.13060675
2022-01-04 05:00:00,0.0839287340641021,0.0638202577829361,0.0451887845993042,1.842982172966004,2.9739999771118164,0.1250651666666666
2022-01-04 06:00:00,0.082474946975708,0.0577904395759105,0.0395398437976837,2.224040269851685,3.1059999465942383,0.1121757142857142
2022-01-06 01:00:00,0.1590723395347595,0.1209602281451225,0.0856475010514259,2.150155544281006,2.244999885559082,0.148577
2022-01-06 02:00:00,0.1968051642179489,0.1496526449918747,0.1059635430574417,1.8289963006973269,2.6540000438690186,0.17513075
2022-01-06 03:00:00,0.1843587160110473,0.1401882171630859,0.0992621481418609,1.517046570777893,2.927999973297119,0.20794375
2022-01-06 04:00:00,0.2050197720527649,0.1558990627527237,0.1103864461183548,2.2411043643951416,3.36299991607666,0.19349075
2022-01-06 05:00:00,0.1839455515146255,0.1399055421352386,0.0990811809897422,1.6553609371185305,3.2320001125335693,0.1941985
2022-01-06 06:00:00,0.1900471001863479,0.1445137411355972,0.1023248881101608,2.389433622360229,3.1419999599456787,0.195098625
2022-01-07 01:00:00,0.1045916303992271,0.0795325338840484,0.0563140735030174,2.004256010055542,1.4390000104904177,0.1187201666666666
2022-01-07 02:00:00,0.0910910293459892,0.0692665427923202,0.0490450970828533,2.0004723072052,2.236000061035156,0.0984175
2022-01-07 03:00:00,0.1143810376524925,0.0869764909148216,0.0615848712623119,2.160360336303711,2.50600004196167,0.12359
2022-01-07 04:00:00,0.089285060763359,0.0679564625024795,0.0481559596955776,1.90778398513794,2.4570000171661377,0.1104625714285714
2022-01-07 05:00:00,0.110791265964508,0.0843715518712997,0.0598163567483425,1.81345534324646,2.4200000762939453,0.123835875
2022-01-07 06:00:00,0.0761451944708824,0.0579406060278415,0.0410493873059749,2.0028226375579834,2.441999912261963,0.109079375
