,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
12,,,,,,,,,,,22.895241741773596,21.953365449242995,19.828332464172075,18.310495037820175,17.766961689384026,18.84999323968545,,,,,,,,
11,,,,,,,,,,,22.209659876417053,20.527690002569926,19.20844996281522,17.369288981353094,16.46145541118713,16.13410961045659,,,,,,,,
10,,,,,,,,,,16.81524618036666,15.782076612488622,14.247508646643073,13.180669114982628,12.421933049380177,12.312894360947348,12.386986489275733,10.126165717207162,,,,,,,
9,,,,,,,,,11.801543874361618,12.70076521427599,12.357084265289602,12.518061246955916,12.298853204700116,11.533565302107768,11.119622492008752,11.819880072723395,12.090410169296183,10.605111676483592,,,,,,
8,,,,,,,,,13.272933911843673,13.084796313202073,12.156010044524212,10.587834780142469,9.739082010582012,8.453030431107356,9.220867007992007,9.9447765481903,11.870091096516369,12.624675413221606,,,,,,
7,,,,,,,,,17.03438378572325,17.94053264087734,18.22232327717174,17.76822648982223,14.46703507974391,12.60069444444445,12.80719426406927,13.02067907837138,15.48267334311119,15.398874644033938,,,,,,
6,,,,,,,,,16.756342400788064,17.14749703748553,16.989514572557717,16.274722693096788,15.164407574310232,14.140646799781424,13.908595660611793,13.963010645697253,13.928598830978355,13.558379937827013,,,,,,
5,,,,,,,,,20.535599751497475,19.43111996725793,18.254169887157374,17.28495716433572,16.586651089847393,16.143923323684106,15.987728764263988,15.453074711071835,15.466729704576068,15.90415504863694,,,,,,
4,,,,,,,,,24.48710542681417,23.715252571032753,22.289401829077867,20.884873973950675,19.803388279804608,19.19482552431302,18.464537207943764,17.984324833371744,17.89864383352948,18.430965179347904,,,,,,
3,,,,,,,,,,30.545908913605857,28.91672233714079,26.97348100195363,24.69486397719091,23.61223968439227,22.830704708123108,22.351757565682952,22.302993478503687,,,,,,,
2,,,,,,,,,,,29.743547284491978,27.95188308269919,25.43937273603434,22.929488027750757,21.447286815961338,20.411202654959634,20.57091786393156,,,,,,,
1,,,,,,,,,,,28.83852047573429,27.102412782822412,24.90337419102605,22.54958863113872,21.468262719675582,20.91178976566185,,,,,,,,
