,PM10,PM25,aod354,aod443,aod550,alh,distance,t2m,rh,blh,sp,ws,wd,tp
2022-01-01 01:00:00,12.0,12.0,0.08896313,0.06206488,0.04229659,1.6224107,1.64,273.29,35.916,271.06,102133.35,3.335,346.297,0.0
2022-01-01 02:00:00,13.0,10.0,0.0454793982207775,0.036816157400608,0.032856673002243,1.9413009881973269,2.250999927520752,274.67,34.411,320.48,102156.46,2.809,346.409,0.0
2022-01-01 03:00:00,14.0,9.0,0.0927532240748405,0.0751402825117111,0.067059189081192,1.8378092050552368,2.318000078201294,275.81,32.658,382.34,102071.78,2.205,347.161,0.0
2022-01-01 04:00:00,19.0,13.0,0.1734314262866974,0.1405524909496307,0.1254325062036514,1.5081491470336914,2.325000047683716,276.62,30.177,491.06,101972.71,1.499,341.323,0.0
2022-01-01 05:00:00,16.0,10.0,0.095514565706253,0.0661073625087738,0.0447122044861316,1.802692174911499,2.4230000972747803,277.14,28.443,584.1,101891.63,1.011,332.928,0.0
2022-01-01 06:00:00,13.0,10.0,0.1872710883617401,0.1307719498872757,0.0891964584589004,1.0106863975524902,2.4760000705718994,277.4,27.327,621.96,101856.97,0.755,325.257,0.0
2022-01-02 01:00:00,25.0,20.0,0.1465730667114257,0.1014459133148193,0.0686136782169342,1.421180009841919,1.468000054359436,277.99,39.391,198.42,101682.69,3.324,289.144,0.0
2022-01-02 02:00:00,31.0,19.0,0.1337192356586456,0.09254951775074,0.0625965446233749,2.0006563663482666,1.8609999418258667,279.3,37.416,410.53,101704.67,3.868,279.974,0.0
2022-01-02 03:00:00,33.0,18.0,0.1550933271646499,0.1255471408367157,0.1120446175336837,1.9140396118164065,1.9259999990463257,280.22,41.961,758.07,101629.27,4.501,274.077,0.0
2022-01-02 04:00:00,29.0,18.0,0.3251033127307892,0.2254739850759506,0.1528066098690033,0.4114292860031128,1.8420000076293943,280.92,47.204,1161.04,101540.43,4.996,272.754,0.0
2022-01-02 05:00:00,36.0,19.0,0.293215274810791,0.2229638695716858,0.1578725427389145,1.3542934656143188,1.753999948501587,281.43,47.002,1482.02,101469.2,5.632,282.407,0.0
2022-01-02 06:00:00,29.0,18.0,0.320049524307251,0.2433688640594482,0.1723206043243408,0.8262938857078552,2.25,281.7,45.912,1518.77,101428.47,5.216,286.142,0.0
2022-01-03 01:00:00,10.0,11.0,0.1736199408769607,0.1226519644260406,0.0845220983028411,0.0647796988487243,1.5640000104904177,276.7,37.793,227.28,101621.51,3.628,321.266,0.0
2022-01-03 02:00:00,9.0,7.0,0.177790105342865,0.1441021561622619,0.1285983771085739,0.6690611243247986,1.4609999656677246,277.9,32.646,300.39,101627.38,3.681,317.643,0.0
2022-01-03 03:00:00,6.0,8.0,0.1076806187629699,0.0873744860291481,0.0779617428779602,1.7052630186080933,1.5119999647140503,278.86,29.869,412.86,101539.29,3.869,311.228,0.0
2022-01-03 04:00:00,7.0,8.0,0.1605089902877807,0.1302387863397598,0.1162085533142089,1.3712283372879028,1.406000018119812,279.56,28.035,542.73,101429.61,3.758,304.155,0.0
2022-01-03 05:00:00,20.0,10.0,0.098342515528202,0.0684880837798118,0.0465979538857936,1.495089411735535,1.6729999780654907,280.01,27.311,668.42,101351.19,3.547,295.554,0.0
2022-01-03 06:00:00,19.0,12.0,0.0347875133156776,0.0240770652890205,0.016284704208374,2.1736884117126465,1.871999979019165,280.21,27.522,786.93,101321.64,3.482,287.55,0.0
2022-01-04 01:00:00,59.0,30.0,0.5702204704284668,0.3972148001194,0.2703194320201874,0.7989566922187805,1.2599999904632568,277.56,62.044,1088.49,101735.54,4.046,316.202,0.0
2022-01-04 02:00:00,41.0,24.0,0.4551786780357361,0.3154436647891998,0.2136201709508896,0.0283743143081665,1.0230000019073486,278.03,55.915,1035.15,101731.0,4.038,315.903,0.0
2022-01-04 03:00:00,61.0,33.0,0.3869052827358246,0.2942066788673401,0.2083169817924499,2.9636549949646,2.1689999103546143,278.57,48.274,1002.55,101661.48,3.938,310.159,0.0
