,PM10,PM25,CO,SO2,NO2,O3,aod354,aod443,aod550,alh,distance,t2m,rh,blh,sp,ws,wd
2022-01-21 04:00:00,46.0,38.0,0.6,0.006,0.042,0.018,0.1785899102687835,0.1446505486965179,0.1290942132472992,1.8155421018600464,1.3739999532699585,277.168,26.719,816.349,101133.429,0.671,139.167
2022-01-21 05:00:00,57.0,36.0,0.6,0.005,0.038,0.022,0.1088739931583404,0.0881367027759552,0.0786579921841621,1.8640427589416504,1.569000005722046,277.879,25.319,919.623,101048.451,0.397,148.912
2022-01-21 06:00:00,48.0,33.0,0.6,0.004,0.04,0.02,0.2265317142009735,0.1579375118017196,0.1075684502720832,0.659057080745697,2.0239999294281006,278.103,24.904,962.637,101016.583,0.283,109.204
2022-01-24 01:00:00,26.0,33.0,0.5,0.004,0.021,0.034,0.2712838053703308,0.2062869518995285,0.1460642367601394,1.0163109302520752,1.950000047683716,276.801,66.177,617.311,100348.842,3.994,98.219
2022-01-24 02:00:00,19.0,13.0,0.4,0.004,0.016,0.038,0.3474253416061401,0.2414383739233017,0.1639422476291656,0.5891650319099426,1.819000005722046,277.948,58.334,744.188,100375.295,4.158,98.241
2022-01-24 03:00:00,21.0,6.0,0.4,0.004,0.014,0.039,0.3838861882686615,0.2919109165668487,0.2066914439201355,0.8054032325744629,1.7660000324249268,279.069,52.801,864.317,100341.65,3.963,99.85
2022-01-27 01:00:00,67.0,36.0,0.8,0.006,0.032,0.018,0.3504930138587951,0.2449272274971008,0.1671684980392456,1.3470319509506226,1.8020000457763672,272.953,52.02,359.706,100630.635,1.518,309.467
2022-01-27 03:00:00,59.0,37.0,0.7,0.005,0.022,0.03,0.1692209541797638,0.1369931995868683,0.1222605556249618,1.9565693140029907,0.9679999947547911,275.697,40.058,645.32,100566.46,2.419,304.012
2022-01-27 05:00:00,46.0,28.0,0.7,0.004,0.02,0.033,0.2874414324760437,0.20027457177639,0.1363217830657959,1.3695707321166992,0.3540000021457672,276.895,40.345,840.806,100385.728,2.759,307.46
2022-01-27 06:00:00,51.0,29.0,0.7,0.004,0.022,0.033,0.3549826145172119,0.2484360933303833,0.169792890548706,1.209982991218567,0.3009999990463257,276.774,40.624,876.709,100379.806,2.977,307.316
2022-01-28 01:00:00,39.0,23.0,0.5,0.005,0.032,0.018,0.0310070794075727,0.0235780999064445,0.0166947860270738,2.332016468048096,1.718999981880188,271.409,46.224,615.783,100669.683,2.537,310.028
2022-01-28 02:00:00,37.0,21.0,0.5,0.004,0.021,0.029,0.0697975903749466,0.0483081750571727,0.0326735936105251,1.6909937858581543,1.866000056266785,272.779,40.551,721.267,100645.195,2.708,310.597
2022-01-28 03:00:00,27.0,15.0,0.4,0.004,0.016,0.033,0.1084245890378952,0.0879369154572486,0.0784694999456405,1.6439651250839231,1.366000056266785,274.034,36.63,804.892,100576.653,2.932,311.032
2022-01-28 04:00:00,28.0,14.0,0.4,0.003,0.016,0.034,0.1110582128167152,0.090229295194149,0.0804923921823501,1.6362861394882202,1.0829999446868896,274.974,34.135,889.904,100467.241,3.154,311.941
2022-01-28 05:00:00,40.0,13.0,0.5,0.004,0.017,0.034,0.1115019619464874,0.0787388756871223,0.0542423501610755,1.9904173612594604,0.9929999709129332,275.507,35.767,963.471,100391.649,3.334,309.266
2022-01-28 06:00:00,38.0,13.0,0.5,0.005,0.017,0.034,0.2195174843072891,0.1558897793292999,0.1079082489013671,0.6643467545509338,0.959999978542328,275.421,36.737,983.609,100368.892,3.386,306.789
2022-01-29 01:00:00,27.0,20.0,0.5,0.004,0.017,0.029,0.0328449569642543,0.0227325912564992,0.0153753561899065,2.319974422454834,2.0799999237060547,270.69,41.066,631.026,100421.14,2.919,314.042
2022-01-29 02:00:00,22.0,16.0,0.5,0.004,0.013,0.034,0.0738036409020423,0.0514345504343509,0.0350177809596061,1.7072139978408811,2.13700008392334,271.952,35.767,740.624,100363.643,3.031,315.481
2022-01-29 03:00:00,23.0,16.0,0.5,0.004,0.013,0.034,0.1028751209378242,0.0834407657384872,0.0744567289948463,1.7308310270309448,2.130000114440918,273.125,32.379,836.823,100294.928,3.223,314.849
2022-01-29 04:00:00,21.0,12.0,0.5,0.004,0.013,0.034,0.11741254478693,0.0950878486037254,0.0848618671298027,1.964793920516968,1.809999942779541,273.975,30.698,911.573,100198.399,3.539,311.139
2022-01-29 05:00:00,22.0,15.0,0.4,0.004,0.012,0.036,0.1501005142927169,0.105938971042633,0.0729460343718528,1.7210445404052734,1.7009999752044678,274.445,30.131,962.694,100156.972,3.8,305.359
2022-01-29 06:00:00,19.0,10.0,0.5,0.004,0.011,0.037,0.1986998617649078,0.1415126323699951,0.0981937944889068,1.0813790559768677,1.774999976158142,274.418,34.264,962.288,100154.521,3.928,304.022
2022-01-30 01:00:00,40.0,25.0,0.6,0.004,0.022,0.025,0.0382134355604648,0.0264482162892818,0.0178884454071521,2.3212766647338867,2.9030001163482666,270.446,38.907,429.18,100307.945,1.538,326.238
2022-01-30 03:00:00,28.0,21.0,0.5,0.004,0.017,0.032,0.4459470212459564,0.311698317527771,0.2127827405929565,0.4123424887657165,2.7799999713897705,273.826,29.984,628.147,100257.645,2.135,315.588
2022-01-30 04:00:00,27.0,21.0,0.5,0.004,0.015,0.034,0.4507333040237427,0.3149755299091339,0.214977815747261,0.3779398202896118,2.441999912261963,274.988,27.92,740.457,100166.661,2.565,311.76
2022-01-30 05:00:00,21.0,20.0,0.5,0.003,0.012,0.038,0.4072117805480957,0.2853097915649414,0.1951921284198761,0.99354350566864,2.3980000019073486,275.761,26.739,836.949,100125.326,2.957,308.548
2022-01-30 06:00:00,20.0,13.0,0.4,0.004,0.012,0.039,0.6804609298706055,0.4743027091026306,0.3229670226573944,0.1618832945823669,2.407999992370605,275.866,27.78,912.9,100110.794,3.215,308.356
2022-01-31 02:00:00,22.0,16.0,0.7,0.005,0.02,0.029,0.3351880013942718,0.2347252666950225,0.1605102121829986,0.7194550037384033,3.0989999771118164,273.938,40.516,602.532,100653.588,1.354,277.172
2022-01-31 04:00:00,18.0,8.0,0.6,0.004,0.013,0.037,0.0816973000764846,0.0662387609481811,0.0591098107397556,1.902231216430664,2.867000102996826,276.422,38.285,976.969,100491.454,2.252,277.04
2022-01-31 05:00:00,17.0,10.0,0.6,0.004,0.013,0.038,0.0514974072575569,0.0356422886252403,0.0241069253534078,2.319951057434082,2.86299991607666,277.039,37.766,1070.931,100397.747,2.296,273.446
2022-01-31 06:00:00,20.0,12.0,0.5,0.004,0.011,0.041,0.1085692271590232,0.0825571343302726,0.0584556832909584,2.2282423973083496,2.4560000896453857,277.262,39.111,1099.962,100368.587,2.392,272.204
2022-02-01 07:00:00,51.0,44.0,0.8,0.003,0.01,0.04,1.4606844186782837,1.1107174158096311,0.7864583730697632,2.111844539642334,1.7760000228881836,274.484,50.513,1412.86,100592.123,4.959,301.536
2022-02-02 04:00:00,23.0,14.0,0.5,0.003,0.008,0.04,0.5621553063392639,0.3912924528121948,0.2660965025424957,0.0163662433624267,1.465999960899353,273.849,40.023,1094.817,100906.602,3.997,299.894
2022-02-02 05:00:00,24.0,12.0,0.5,0.003,0.008,0.04,0.272448718547821,0.1900665462017059,0.1295242011547088,1.9985181093215945,1.6759999990463257,274.192,37.315,1127.598,100818.106,4.106,301.72
2022-02-02 06:00:00,22.0,13.0,0.5,0.003,0.008,0.042,0.2295869290828704,0.160338819026947,0.1093742251396179,1.5271943807601929,1.659999966621399,274.037,38.331,1105.246,100779.434,4.122,304.052
2022-02-02 07:00:00,13.0,9.0,0.4,0.003,0.007,0.045,0.2304266840219497,0.1620265245437622,0.1112022027373313,1.9992625713348389,1.5800000429153442,273.485,43.491,1042.52,100749.308,3.852,308.825
2022-02-03 01:00:00,34.0,22.0,0.8,0.004,0.019,0.031,0.0366049222648143,0.0253349374979734,0.0171354673802852,1.999495029449463,1.7009999752044678,271.642,54.743,892.015,100873.149,2.98,317.012
2022-02-03 02:00:00,24.0,18.0,0.7,0.004,0.014,0.035,0.1236843317747116,0.1001860946416854,0.0894115790724754,1.4174935817718506,1.1139999628067017,272.613,42.112,980.949,100869.725,3.349,311.889
2022-02-03 03:00:00,12.0,11.0,0.6,0.004,0.013,0.037,0.107541985809803,0.08705934882164,0.0776966139674186,2.1303906440734863,0.8730000257492065,273.438,32.719,1077.269,100843.634,3.578,312.146
2022-02-03 04:00:00,12.0,10.0,0.5,0.004,0.015,0.036,0.0970292463898658,0.0785519480705261,0.0701044276356697,2.103814125061035,1.1829999685287476,274.079,26.532,1241.39,100782.418,3.854,315.357
2022-02-03 05:00:00,17.0,12.0,0.5,0.004,0.015,0.037,0.1112299337983131,0.0779975950717926,0.0534014217555522,2.175353765487671,1.406000018119812,274.214,24.373,1328.124,100690.198,3.996,317.952
2022-02-03 06:00:00,22.0,8.0,0.5,0.004,0.015,0.038,0.1366574168205261,0.0953296869993209,0.0649605393409729,1.5456044673919678,1.2369999885559082,273.945,26.975,1304.254,100629.71,3.999,320.103
2022-02-03 07:00:00,20.0,10.0,0.5,0.004,0.014,0.04,0.1415398120880127,0.0993018597364425,0.0680182874202728,1.6941155195236206,1.4509999752044678,273.825,28.683,1214.458,100600.275,3.595,317.255
2022-02-04 01:00:00,42.0,22.0,0.7,0.004,0.024,0.026,0.2812576591968536,0.2138711810111999,0.1514343321323394,2.812326431274414,1.8220000267028809,271.097,57.649,904.224,100643.166,3.049,308.689
2022-02-04 06:00:00,40.0,15.0,0.5,0.003,0.014,0.039,0.288781464099884,0.2195923030376434,0.1554853022098541,1.5147967338562012,2.0429999828338623,273.232,35.746,1768.553,100422.346,5.598,297.861
2022-02-04 07:00:00,30.0,13.0,0.5,0.003,0.015,0.036,0.4301822185516357,0.3271148800849914,0.2316180914640426,2.413770914077759,2.138000011444092,272.49,42.385,1726.488,100394.663,5.123,295.84
2022-02-05 01:00:00,32.0,17.0,0.6,0.003,0.013,0.032,0.0369821041822433,0.0255959834903478,0.0173120349645614,2.3067402839660645,1.965000033378601,267.872,46.257,1295.194,100735.749,3.761,311.195
2022-02-05 02:00:00,34.0,9.0,0.5,0.003,0.011,0.033,0.175784558057785,0.1424086689949035,0.1270930171012878,1.414884090423584,2.181999921798706,269.418,44.83,1429.874,100688.152,4.003,303.92
2022-02-05 07:00:00,33.0,11.0,0.5,0.003,0.008,0.037,1.172108769416809,0.8912849426269531,0.6310862302780151,0.998241662979126,2.7170000076293945,271.749,41.586,1797.118,100516.621,5.659,296.873
2022-02-06 01:00:00,21.0,11.0,0.6,0.003,0.015,0.029,0.934353232383728,0.7112187147140503,0.5040308237075806,0.0065139532089233,3.0480000972747803,271.755,43.816,641.772,100879.816,2.219,260.402
2022-02-06 07:00:00,20.0,13.0,0.5,0.003,0.008,0.041,0.6206742525100708,0.471967488527298,0.3341829478740692,4.135266780853272,3.122999906539917,273.859,40.783,1498.115,100701.358,4.621,294.141
2022-02-07 04:00:00,21.0,11.0,0.5,0.003,0.019,0.03,1.2889697551727295,0.9801458120346068,0.6940053701400757,0.5150896906852722,3.345999956130981,274.478,27.284,946.392,100875.605,2.743,320.192
