,aod443,blh,rh,t2m,ws,wd,sp
90,4.29041,1.52635,3.82606,3.80597,2.18662,1.93373,2.12195
91,3.46317,0.78424,2.12698,2.81637,1.05186,2.44806,1.92887
92,4.89136,2.11605,1.51856,3.7208,1.56412,1.46184,2.15212
93,8.32778,4.09571,2.28382,4.22438,1.56301,2.44647,1.84723
94,5.61398,2.2618,1.89359,4.14434,2.43964,1.20275,1.60452
95,4.83736,2.85649,1.97093,2.70944,1.44944,1.99168,1.51687
96,4.72675,1.08803,2.05186,4.01435,1.07,1.5561,2.02681
97,7.05789,2.83248,2.18961,4.24395,2.47988,1.57685,2.2107
98,6.05344,6.13784,1.68996,4.53556,2.28828,3.18161,2.56654
99,4.49858,0.68258,1.87845,2.20584,1.76369,3.24429,1.66416
100,4.75748,2.85727,1.71873,4.51417,2.34456,1.34796,2.04195
101,7.02901,6.00427,2.03422,4.65174,3.34774,1.857,2.40583
102,4.48693,3.97158,1.75246,4.2964,0.93471,1.8083,1.82658
103,4.70915,1.05756,1.52035,4.00561,1.76886,2.61856,1.63232
104,5.17685,2.50342,2.20477,3.14892,1.77669,1.10054,1.55769
105,5.76249,1.76388,1.21914,3.87848,1.33799,1.74696,2.04749
106,4.63271,1.0873,1.49573,2.42406,1.6163,1.7465,1.8264
107,4.0357,4.10641,2.63631,4.06261,3.53294,1.82951,1.60906
108,4.62567,1.18145,1.91864,3.04994,1.23075,1.50394,1.85935
109,4.50821,1.44819,2.28388,2.45149,1.42972,2.82811,1.3774
110,4.85184,4.1921,2.41233,2.9919,0.77494,2.46337,2.80716
111,8.93496,2.73852,1.52495,3.4434,1.30202,3.63739,2.45835
112,4.65751,1.5026,1.86246,3.31591,1.25576,2.72089,2.07617
113,3.65777,1.56201,2.83044,3.57238,1.46079,3.0676,2.05122
114,7.02466,1.24355,1.79685,2.55025,0.91489,1.5232,1.56665
115,4.97153,1.94521,1.83802,3.00314,2.00586,2.70347,1.83506
116,4.15841,2.70396,1.704,3.58726,3.16246,2.40228,1.82193
117,7.95133,3.44386,2.92686,4.90629,1.85198,2.93249,2.95411
118,5.1264,2.14596,1.81942,4.53207,1.86536,1.93526,2.39553
119,5.17485,1.90049,2.25765,3.68905,1.87051,1.28109,1.59104
120,6.14117,5.26851,2.46889,3.47105,1.96473,1.99317,2.20031
121,4.29748,1.79408,1.72255,3.95168,2.41259,1.24738,2.31981
122,4.04023,2.31507,1.74495,3.09221,2.47031,2.35735,1.66692
123,4.1401,2.3673,2.18162,3.45773,3.57102,1.40732,1.3817
124,5.47797,2.79151,1.2805,3.94221,2.77201,1.73124,2.11941
125,3.29124,1.35588,1.20599,1.46386,1.28854,1.47751,2.20282
126,5.23079,3.27196,1.61927,5.42342,1.42295,1.29118,1.83989
127,3.29956,3.33192,2.03991,2.70205,2.27565,2.60114,1.29155
128,4.75173,1.26049,1.97326,3.10122,0.90365,2.50898,2.01564
129,4.43801,4.61447,3.07234,5.93675,2.5163,2.69489,2.13381
130,5.01842,2.27611,1.51517,3.95318,2.83423,1.50301,1.88737
131,5.82411,1.89219,2.22482,4.46781,2.27161,1.84559,1.33172
132,6.59889,3.97484,1.88443,5.03861,2.65477,1.25034,2.18772
133,5.82326,5.12563,1.95576,4.44275,2.06351,2.43106,2.35362
134,4.21905,1.53691,1.4519,3.71991,2.37954,0.75487,1.97908
135,7.90669,4.61608,1.49025,5.44391,1.41095,1.70871,2.26013
136,3.67804,0.63965,1.54594,3.29099,1.9283,2.48786,1.78307
137,6.80905,4.37394,2.23491,3.63833,1.25761,2.42127,2.69282
138,3.27054,2.60252,1.93871,4.18472,2.14605,1.66952,2.25062
139,5.79579,1.86734,2.61079,4.71925,1.34728,2.36557,2.47014
140,5.03669,3.09932,2.22931,4.07636,2.07613,3.02187,2.25711
141,4.72033,2.85789,1.66472,3.00396,0.95764,1.57174,2.09856
142,3.04665,1.63651,1.86233,2.42355,1.99659,1.51641,1.47259
143,5.36219,3.07093,2.22054,3.56038,2.47471,1.88325,2.03629
144,4.57797,3.65441,2.63171,6.38455,2.07295,2.85192,2.21998
145,4.91023,2.39224,2.41296,2.44296,1.48716,0.79206,1.95349
146,6.08263,4.26751,1.97919,3.34969,1.64526,2.84842,3.25629
147,4.16369,3.60312,1.73295,2.25099,1.90832,1.29952,1.26073
148,5.41014,1.90475,2.86651,4.12793,1.45745,2.85818,1.86102
149,5.0474,2.73532,2.08449,5.67765,1.7447,1.24612,2.01513
150,4.74148,2.36501,1.60308,2.99143,1.57097,1.09053,2.42243
151,3.46648,1.56505,1.47156,1.95125,0.86818,2.102,1.11213
152,5.99126,1.62519,2.25536,3.87924,0.87219,1.91705,1.76614
153,4.37996,1.56891,2.07617,2.96337,1.51673,1.80117,1.52066
154,5.47544,1.73744,2.92114,3.24094,1.32032,2.91249,1.66708
155,6.40727,1.7087,2.33048,4.21706,1.14207,2.33076,2.10185
156,4.59646,2.4601,1.91945,4.92564,1.82529,1.41128,2.27745
157,6.28607,3.99625,1.93246,4.07095,1.49511,1.99439,2.19781
158,6.03952,2.21455,1.37861,3.78408,1.79357,1.14654,1.4839
159,6.42778,3.3419,1.37458,4.07766,1.3145,3.56756,1.86153
160,3.6861,1.67183,1.57905,2.47572,2.04722,1.23076,1.64674
161,6.70095,3.11992,1.89703,3.86885,2.32289,3.1413,3.37089
162,7.50893,2.36218,1.80932,4.377,1.18217,3.81132,2.42743
163,6.49862,2.45567,1.12856,5.01221,2.02844,2.07607,1.91519
164,6.6604,4.67545,1.78189,3.85791,2.37573,2.26858,1.87813
165,4.37006,1.92107,2.01432,2.14289,1.07321,2.09476,1.5953
166,4.014,2.1647,1.3057,4.12909,3.0664,1.44674,2.28232
167,6.48472,4.86318,1.97521,4.35829,2.03753,3.42874,2.61684
168,3.45487,3.07272,1.66934,3.51644,3.03814,2.93474,1.28929
169,5.93821,4.47953,1.83597,4.82671,1.80889,1.97613,3.00856
170,5.43714,1.47648,1.96683,3.40602,1.10631,1.7321,1.52175
171,4.32231,2.32227,2.19488,5.31464,1.38715,1.48066,2.93892
172,5.61498,6.1051,2.04458,3.66591,2.59345,1.90981,2.98068
173,4.19554,1.64038,1.81348,2.76329,1.54108,4.85248,1.14811
174,5.05557,1.46391,2.85774,3.32651,1.19603,2.01227,2.75208
175,6.74753,2.40516,1.98565,4.23189,2.05716,4.06356,3.03701
176,4.99421,1.65987,1.84699,2.70063,1.20225,2.20152,1.59937
177,4.85193,1.27337,2.31955,2.81213,2.37567,0.99625,1.54607
178,5.83792,4.02356,1.03011,4.87372,1.67869,1.49533,2.66594
179,4.82675,3.13656,2.51426,3.53075,3.00215,2.18852,1.75846
180,5.91709,3.85479,1.92301,4.06597,1.95473,1.51077,2.40648
181,3.54031,1.46794,3.86078,3.45063,0.99495,2.68268,1.95952
182,4.36607,2.76523,1.11434,4.48812,1.9937,1.84405,1.54054
183,5.62088,1.53379,1.92697,3.1559,1.12468,1.99831,1.72401
184,4.31738,2.48203,1.43772,3.28119,2.5631,2.5731,1.40747
185,4.99669,2.37875,1.82246,4.20372,2.65056,1.39114,2.1374
186,5.77965,3.19726,2.03899,4.30447,2.25338,2.52593,2.04354
187,4.92524,1.59113,2.31822,3.98444,1.80809,1.70926,2.57327
188,5.36045,1.61869,1.5223,3.53802,1.47849,2.48698,2.21126
189,7.04551,4.7141,2.65343,7.86694,2.45057,1.40739,2.78253
190,3.55447,4.30902,1.69098,6.87265,1.47697,2.18756,2.04338
191,4.13381,3.83295,1.93894,3.34632,3.94665,3.31321,1.50833
192,6.20267,3.15883,2.02815,3.64029,1.09724,2.5272,2.14905
193,5.01702,1.34343,1.3186,3.06789,1.68027,2.16247,1.97143
194,5.89132,2.13459,1.68194,3.33388,2.20829,2.10368,2.52264
195,6.2952,2.77106,2.42085,2.05272,1.93477,2.68136,2.07224
196,6.67722,3.17042,2.9371,4.7484,1.87703,2.3857,1.80683
197,5.1605,2.9141,2.51146,4.25969,4.08649,2.55424,1.87238
198,4.66498,2.45688,1.75613,2.85794,2.454,1.77148,1.74141
199,4.98278,0.98573,1.9615,3.96182,0.63387,1.97717,1.90503
200,4.61634,1.20525,2.26125,3.12212,1.21041,2.54204,2.00301
201,4.24185,1.53596,2.22606,3.71721,1.52099,3.24909,1.8753
202,5.65651,1.26621,1.91893,1.87749,1.55195,1.83188,1.82085
203,4.90078,3.63085,1.68045,3.79468,3.26317,3.18061,1.75707
204,4.40154,4.27519,1.70659,3.23864,1.41925,1.64263,1.92098
205,5.4963,1.49488,2.93739,4.66181,1.39665,1.55703,1.64116
206,5.23249,4.09407,1.86928,4.80619,1.93769,2.54388,1.82574
207,5.29744,1.25184,1.60486,3.03167,1.60534,1.33958,1.46466
208,6.78436,2.12436,2.07963,4.72214,0.82031,2.01295,2.21348
209,5.22355,2.10617,2.51825,4.27894,1.82401,1.62158,2.18932
210,5.89618,1.85063,2.62398,2.99543,2.09562,1.98215,2.04314
211,2.93642,3.44225,2.35818,3.98757,3.86821,2.89658,1.63248
212,4.36149,1.7162,1.37068,2.82737,2.73061,1.28918,1.86737
213,5.40455,2.21754,2.3666,4.37279,1.04323,2.58801,2.04248
214,5.0435,4.62452,1.49131,5.14458,3.31744,2.07272,2.55864
215,6.47598,2.54773,2.02884,4.08229,1.05508,2.45275,1.62728
216,4.91603,1.33734,0.75671,2.93802,2.06462,1.00786,1.68152
217,2.35255,2.12122,1.09154,6.3141,1.2232,1.27862,2.26419
218,5.39374,1.11387,2.45217,3.55525,0.90812,3.66684,2.01616
219,6.34653,1.46659,2.20323,4.12711,0.99456,3.28824,2.53329
220,6.47271,3.93962,2.16127,4.63112,2.16944,2.25634,2.4682
221,6.74298,4.52952,1.62994,5.70205,1.59881,2.08332,2.36321
222,5.84003,3.57804,2.01606,3.65715,2.70958,2.34622,2.15121
223,6.26823,5.08273,2.32205,6.4364,3.1925,1.61507,4.02226
224,4.628,1.5752,2.0033,2.08648,1.94768,1.33388,1.52375
225,4.61853,1.47938,2.22605,4.25121,0.76525,2.189,1.21351
226,6.94182,4.11469,1.79798,3.99211,1.5052,2.63941,2.99367
227,5.55741,3.2211,2.42669,4.41716,1.43615,2.64694,2.15996
228,3.80829,2.69628,1.94942,3.9023,3.13934,2.83014,1.27714
229,4.407,2.05142,1.58047,3.82851,1.96844,2.07332,1.51642
230,5.4747,1.38439,1.97688,3.16601,1.19798,2.33819,1.65253
231,6.57225,5.22063,1.89826,5.12824,2.73348,2.0166,1.99171
232,5.24756,1.04832,2.23717,3.32199,1.82185,3.5861,2.3262
233,4.56743,1.50481,1.31608,2.7028,0.9927,1.29894,2.02763
234,4.42913,1.39848,2.30277,2.71546,1.58579,1.31668,1.76126
235,5.86793,2.60514,2.82513,3.9775,1.99304,2.64381,1.87953
236,4.25489,3.1495,1.7157,3.40732,3.34957,2.55488,2.22847
237,4.74512,2.27676,1.13894,1.88117,1.15813,1.83142,1.64537
238,4.85043,1.61812,1.65241,3.25281,1.26306,1.59403,2.17592
239,5.67465,1.74545,1.90586,4.34854,1.41491,2.47375,1.93806
240,5.76905,3.26803,1.92793,3.84921,2.07289,1.66848,3.29907
241,3.59265,2.51707,1.95922,1.98935,1.88087,1.26265,1.77119
242,5.87301,5.02566,2.72839,5.94865,2.18346,1.72449,2.96456
243,5.88554,1.947,1.19251,3.52465,1.48741,1.822,1.91465
244,3.79377,0.91163,1.66808,2.03558,1.3778,2.14116,1.65302
245,4.85477,3.2324,2.16627,4.94569,2.17005,1.01526,2.27035
246,5.13402,2.05696,2.74138,3.24599,1.30874,1.22005,2.26231
247,6.75425,2.62217,1.61027,3.38048,1.34646,2.85963,2.24958
248,7.12429,4.57168,1.49429,4.1105,2.75187,1.57574,2.3694
249,6.3858,0.83647,2.19569,3.15452,1.17754,3.49462,1.74271
250,7.21012,3.73921,3.65072,4.34361,2.37984,3.15012,2.89071
251,4.10429,4.30683,1.83678,3.45626,3.52417,2.7197,1.67408
252,4.6586,3.78826,1.34394,5.0247,1.87129,2.22308,2.25139
253,3.96506,1.35895,1.04993,2.58594,1.27379,1.38563,1.10319
254,6.69681,3.72748,3.02775,3.62758,1.61446,2.0377,3.18378
255,5.95574,4.48537,2.89471,7.56266,2.39556,1.66902,2.69766
256,8.41402,3.80361,2.20635,4.7576,1.68882,3.72146,2.1289
257,5.81388,1.45311,3.2733,4.27763,1.44514,1.81327,2.53433
258,4.47098,1.24702,1.51735,3.3281,1.16038,2.61957,1.39881
259,4.2479,1.74497,3.76207,3.356,2.11351,2.78917,2.37035
260,4.60467,2.09527,2.02732,4.05449,1.59844,1.10028,1.97401
261,6.44086,4.76025,1.79078,4.49142,1.93144,1.42521,3.54566
262,4.19377,1.46344,1.56462,2.32853,1.99515,1.62047,1.37071
263,3.4921,3.1435,1.80596,3.62493,2.95931,2.67878,1.3494
264,6.05676,2.23626,2.28767,6.00565,2.00017,1.24846,2.16927
265,6.28356,2.71925,3.59508,3.93786,2.16869,2.81451,3.06964
266,5.78421,3.69218,2.35325,4.98175,1.62561,2.62484,1.81979
267,5.34816,2.84623,2.50338,3.7429,1.53381,1.27949,1.05991
268,7.2957,2.46333,1.87243,4.63104,1.09732,3.66785,2.38064
269,6.18358,4.83693,2.11236,6.17015,3.8312,1.60848,2.43854
270,3.85586,2.01245,1.91677,2.35486,1.53535,1.31373,1.44759
271,4.50568,3.96545,1.2676,5.73598,1.92867,1.73843,2.30624
272,4.79676,2.17787,1.50283,8.02413,0.79603,1.52262,2.9934
273,4.72781,2.37714,1.97317,3.20108,2.54605,2.582,1.69105
274,6.52605,3.41594,2.28052,3.85004,1.13641,2.84822,1.59625
275,5.36325,0.87791,2.02984,3.66095,1.43222,2.46496,2.22585
276,5.79993,3.5724,2.79034,5.09471,1.20285,1.39309,1.96565
277,4.74352,3.69062,1.91797,2.55266,4.05344,1.6716,2.06341
278,4.92785,1.98194,2.10951,2.77261,1.70047,1.7781,1.94733
279,6.88214,5.13174,1.19257,7.10087,1.60197,1.94842,1.84203
280,4.08584,1.02122,1.61135,2.41277,1.99913,0.74639,1.68662
281,4.58967,2.10897,1.62984,3.24883,2.02647,1.01293,1.11307
282,4.93261,3.66364,1.92671,3.60685,1.13897,3.43783,1.43935
283,6.23678,3.65049,2.1909,7.12175,1.80705,1.39812,3.29223
284,4.31719,3.31951,1.41117,2.4263,3.68174,1.69025,1.4009
285,4.45813,0.53516,1.15047,1.94259,1.6912,2.34879,1.84668
286,5.32898,1.28992,2.10479,3.73108,1.48116,1.4655,2.33414
287,3.85103,1.03383,1.59894,3.71846,1.00094,2.6254,1.45539
288,5.75963,1.24187,2.75956,3.05267,2.16301,3.07862,2.08009
289,4.94399,2.89178,1.78336,3.95814,2.10038,1.06907,1.9419
290,5.27375,2.2003,2.52469,2.91112,2.23606,2.07733,1.72139
291,4.79382,3.47458,1.7674,5.10006,1.36262,1.71645,3.04525
292,6.86616,1.85502,2.80967,4.09979,0.89817,2.27262,1.87565
293,5.49025,4.16645,1.70948,4.69162,1.73514,2.19079,2.30737
294,5.57611,3.29397,1.55992,5.16332,1.3962,1.7094,2.45785
295,5.92083,1.83704,2.39445,4.00102,0.91597,3.37452,2.0468
296,6.34829,2.35712,1.99387,3.17312,0.93594,3.41133,2.1547
297,4.91902,2.89315,1.17014,3.7317,1.63833,2.04401,2.26162
298,4.01299,1.39847,1.34921,7.15287,1.46215,1.5042,2.23226
299,6.81277,2.81111,2.36398,6.02654,2.25541,1.9257,2.85166
300,4.38789,1.2215,1.22455,4.07175,3.97656,2.89121,1.79972
301,4.23596,1.69789,1.43774,7.30531,1.32392,1.38834,3.25538
302,6.60212,1.94899,2.60683,4.70493,1.23311,3.70619,1.65333
303,4.68602,1.91922,2.1333,3.57855,3.25214,2.0622,2.4205
304,6.17781,4.18916,2.36527,5.04343,2.37658,2.21886,2.41577
305,5.31427,2.31216,2.80161,3.21607,1.81892,1.12599,1.75292
306,5.74123,1.90752,2.46304,4.85986,1.35475,2.79505,3.20915
307,4.31776,1.02403,1.26627,2.30046,1.73815,1.19417,2.53195
308,4.56617,1.91124,3.61336,3.71194,1.47069,2.56182,2.03928
309,4.84291,2.72937,2.10622,3.95724,1.0851,2.68467,1.70444
310,5.60683,3.71538,1.63116,4.23792,1.93953,1.65717,3.04709
311,4.5964,1.70786,1.60627,4.55313,2.27297,1.78099,1.76909
312,4.81549,1.28682,2.85889,4.08054,1.45835,1.73195,2.25708
313,5.61077,1.0704,1.60025,2.86834,0.88882,2.18364,1.93275
314,7.53553,3.63773,2.14736,4.65819,1.83705,3.23998,1.52932
315,8.16745,1.95981,1.58191,4.28436,2.07211,2.05177,1.68255
316,5.98819,2.83092,2.11039,3.38979,0.89122,2.74847,1.72756
317,5.05596,1.77925,2.04925,3.29875,1.34424,1.89699,1.48152
318,3.54608,1.48151,1.90891,3.9406,1.98757,1.30527,1.92805
319,5.80806,2.59905,2.03683,3.44735,1.79167,1.60157,1.96963
320,5.43627,3.1701,1.62744,5.26781,1.77476,2.05253,2.02188
321,4.69785,2.17542,2.47403,3.89761,1.64115,1.51469,2.27275
322,5.77843,2.90349,3.06463,5.44564,3.53871,2.84876,3.05053
323,5.37766,4.42128,2.2175,6.95537,1.28481,1.96924,1.82442
324,7.36093,1.4975,2.67859,3.87749,1.25232,3.43917,2.65112
325,3.38468,4.26675,0.97904,7.23116,4.48446,1.33831,2.28979
326,2.69198,3.31209,1.21745,4.2187,1.6867,0.95384,2.03923
327,5.13919,2.63243,1.46217,3.8952,1.50415,2.73197,2.05233
328,2.3439,3.90758,1.37999,5.85745,3.20736,2.22274,2.69036
329,5.9821,3.58902,2.0895,3.67472,2.87683,1.36722,2.70011
330,7.59601,3.52394,1.8692,4.38183,1.95271,2.64533,1.86237
331,5.909,2.34501,2.10408,3.56122,1.04938,2.64809,2.34817
332,6.04559,2.89751,2.55327,4.54295,1.29448,3.08829,2.44938
333,3.99125,4.58421,1.91797,5.62837,1.80969,2.43381,2.97988
334,5.97349,1.67003,3.25363,4.14963,1.1668,1.9617,1.75592
335,3.76105,3.27974,2.88122,4.08864,3.9249,5.94935,3.12236
336,5.03684,1.20889,1.29155,2.4973,2.25326,1.69221,1.50117
337,5.62685,2.76212,2.10275,5.03785,1.80682,0.93137,2.10575
338,5.27679,1.65873,1.52776,3.79917,1.94528,1.51969,2.70003
339,6.0727,4.15082,2.18318,2.6532,0.78864,2.67237,2.37385
340,7.45583,5.83862,2.47059,5.78643,1.77652,1.95634,1.88025
341,7.26192,4.97686,2.15648,3.95791,1.5805,2.64402,2.54255
342,7.52847,4.13729,3.18381,5.26053,1.90475,2.21712,2.61977
343,2.91982,2.21956,0.99071,6.82703,1.32321,1.71974,2.24663
344,6.59452,5.44974,2.86625,6.14874,4.35085,4.12921,2.75757
345,3.69753,1.52551,1.90108,2.03713,2.42227,1.50076,2.07501
346,5.45034,4.43893,1.73686,4.17923,1.52847,2.6276,1.66531
347,3.95868,1.59491,1.59877,2.91982,1.75217,1.04951,1.6618
348,4.34127,1.04694,1.58296,1.98281,1.06144,1.32722,2.3774
349,7.77937,2.87287,1.9917,4.04701,1.46584,3.28619,1.77456
350,4.74728,1.61979,1.91091,3.65136,1.83366,1.95339,2.22948
351,4.60059,4.03562,1.75328,6.91755,1.31329,2.44752,2.25365
352,3.55003,0.96134,1.45524,3.01817,2.78974,1.71368,1.66723
353,4.03817,2.38333,1.20047,2.53747,3.10833,1.74483,1.25434
354,5.34185,2.09473,2.53597,4.29286,1.66883,5.75262,2.36428
355,3.3883,1.53147,2.55631,5.62009,2.21458,2.32355,1.87402
356,4.67008,5.18608,1.89141,6.31391,2.49383,2.66215,1.83921
357,3.8987,2.70108,2.14213,5.37145,2.07986,2.68613,1.88528
358,5.15881,5.59835,1.76297,5.36392,1.17357,2.52297,2.38542
359,4.72765,3.57821,1.6194,3.3665,1.64826,2.28235,2.32261
360,7.48414,2.35629,2.77632,3.96945,1.35183,3.47841,1.89793
361,4.18187,4.03685,1.32953,6.8043,1.9239,1.97432,2.86649
362,8.01708,5.00305,2.01525,6.61354,2.28005,1.72057,2.32797
363,5.68043,3.08756,1.24135,5.32339,1.92864,1.7405,2.17129
364,5.73567,3.20375,2.31012,4.25122,1.56859,3.06002,1.96687
365,5.76599,4.40533,1.92482,4.36694,1.79754,2.3226,2.07669
366,4.02623,7.14034,3.0125,6.10273,2.3878,2.73145,1.67689
367,4.86996,0.89431,1.88046,3.56876,1.66035,1.79696,1.7692
368,5.83208,2.35841,1.55995,2.4892,1.45516,1.48623,1.44754
369,4.43287,3.40825,1.49541,4.40939,1.81206,1.07559,2.59698
370,5.78451,1.90578,2.66746,2.88305,1.3089,2.4562,2.06561
371,4.7628,1.12341,1.2769,2.78787,2.04792,1.95114,2.31711
372,4.1125,2.74452,1.28894,3.03952,3.26122,1.00401,1.5058
373,5.85012,2.18141,2.21442,3.64898,1.00192,1.08836,1.59192
374,4.03934,2.93344,1.65443,3.54945,3.13976,2.1202,2.25515
375,5.8566,2.33729,1.86915,6.36694,3.00975,1.80278,3.04368
376,6.22067,3.24492,1.90961,2.87844,1.91609,2.49526,2.75356
