idx,lat,lon,M0corr,M1corr,M2corr,M3corr,RFcorr,XGBcorr,M0rmse,M1rmse,M2rmse,M3rmse,RFrmse,XGBrmse,M0slp,M1slp,M2slp,M3slp,RFslp,XGBslp,M0re,M1re,M2re,M3re,RFre,XGBre
336481,34.4793,126.2688,0.4,0.05,0.25,0.32,0.66,0.67,29.72,32.4,31.38,30.69,24.87,24.07,0.16,0.0,0.07,0.11,0.33,0.41,0.48,0.61,0.54,0.51,0.39,0.39
336491,34.3344,126.8286,0.38,0.08,0.1,0.1,0.13,0.12,37.5,40.42,40.35,40.35,41.72,41.99,0.15,0.01,0.01,0.01,0.05,0.05,0.58,0.69,0.69,0.69,0.7,0.7
336501,35.0621,126.5228,0.36,0.11,0.27,0.3,0.54,0.51,30.17,32.13,31.15,30.86,27.43,27.82,0.13,0.01,0.08,0.1,0.24,0.28,0.53,0.59,0.56,0.55,0.45,0.47
336511,34.6063,127.2807,0.37,0.14,0.2,0.23,0.68,0.68,28.39,30.26,29.95,29.71,23.03,22.66,0.14,0.02,0.04,0.06,0.34,0.4,0.62,0.69,0.68,0.68,0.5,0.49
336521,34.7555,126.1261,0.37,0.14,0.14,0.14,0.09,0.05,28.69,30.55,30.55,30.55,32.35,33.34,0.14,0.02,0.02,0.02,0.04,0.02,0.58,0.63,0.63,0.63,0.66,0.69
336531,34.9905,126.4765,0.34,0.13,0.29,0.31,0.59,0.56,30.23,31.87,30.74,30.59,26.28,26.63,0.12,0.02,0.09,0.1,0.28,0.32,0.5,0.54,0.51,0.51,0.39,0.42
336541,34.6446,126.7707,0.28,0.19,0.21,0.23,0.62,0.62,22.78,23.31,23.2,23.1,18.78,18.71,0.08,0.04,0.05,0.06,0.32,0.37,0.54,0.55,0.55,0.55,0.44,0.44
336551,35.2833,127.2899,0.38,0.08,0.26,0.3,0.62,0.62,26.08,28.1,27.2,26.88,22.37,22.06,0.14,0.01,0.07,0.1,0.31,0.37,0.58,0.67,0.62,0.62,0.49,0.47
336561,35.2157,127.461,0.42,0.06,0.23,0.27,0.62,0.61,28.65,31.58,30.79,30.46,25.18,25.19,0.18,0.0,0.06,0.08,0.3,0.35,0.59,0.73,0.69,0.69,0.53,0.53
336571,34.8415,127.347,0.38,0.18,0.24,0.26,0.57,0.56,27.01,28.67,28.31,28.15,24.15,24.18,0.14,0.03,0.06,0.07,0.26,0.31,0.6,0.65,0.64,0.64,0.52,0.53
336572,34.7649,127.0782,0.42,0.17,0.29,0.31,0.6,0.6,28.59,30.98,30.09,29.88,25.23,25.25,0.17,0.03,0.09,0.1,0.31,0.36,0.54,0.67,0.61,0.61,0.48,0.48
339111,33.5001,126.5324,0.4,0.17,0.36,0.42,0.58,0.5,37.71,40.58,38.33,37.37,33.57,36.6,0.16,0.03,0.14,0.18,0.31,0.34,0.47,0.65,0.53,0.52,0.37,0.4
339112,33.4886,126.5001,0.4,0.12,0.35,0.4,0.58,0.58,39.41,42.63,40.14,39.37,35.17,35.0,0.16,0.02,0.13,0.16,0.29,0.34,0.48,0.65,0.54,0.54,0.39,0.41
339113,33.5379,126.6424,0.33,0.11,0.3,0.33,0.58,0.56,49.23,51.9,49.87,49.22,43.05,43.2,0.11,0.01,0.1,0.12,0.26,0.33,0.59,0.76,0.68,0.68,0.44,0.47
339114,33.4094,126.2681,0.38,0.07,0.33,0.41,0.63,0.7,38.61,41.66,39.47,38.16,32.8,29.97,0.14,0.01,0.11,0.17,0.32,0.43,0.48,0.62,0.55,0.56,0.37,0.37
339121,33.2465,126.5653,0.43,0.06,0.33,0.42,0.7,0.69,31.51,34.85,32.93,31.73,25.25,25.37,0.18,0.0,0.11,0.18,0.41,0.48,0.53,0.67,0.62,0.62,0.46,0.46
339122,33.4602,126.9101,0.38,0.12,0.31,0.37,0.68,0.7,40.13,43.1,41.25,40.25,32.22,31.1,0.15,0.02,0.1,0.15,0.39,0.46,0.52,0.66,0.62,0.61,0.37,0.39
339123,33.2843,126.7149,0.4,0.11,0.32,0.38,0.68,0.66,33.62,36.47,34.69,33.92,27.04,27.42,0.16,0.01,0.11,0.15,0.4,0.45,0.62,0.83,0.7,0.7,0.48,0.49
339131,33.2279,126.2475,0.42,0.11,0.34,0.42,0.7,0.7,31.63,34.56,32.72,31.56,25.3,25.04,0.17,0.02,0.12,0.19,0.39,0.44,0.55,0.69,0.64,0.61,0.43,0.44
422114,35.8743,128.5841,0.38,0.21,0.25,0.27,0.67,0.66,28.66,30.27,29.96,29.82,23.41,23.33,0.14,0.04,0.07,0.08,0.35,0.41,0.56,0.6,0.59,0.59,0.41,0.41
422115,35.8305,128.6316,0.44,0.12,0.24,0.25,0.69,0.68,26.36,29.09,28.44,28.37,21.76,21.5,0.19,0.02,0.06,0.07,0.36,0.43,0.56,0.71,0.66,0.66,0.44,0.44
422121,35.8691,128.711,0.41,0.14,0.23,0.23,0.65,0.62,29.93,32.51,31.94,31.92,25.46,25.74,0.17,0.02,0.05,0.06,0.33,0.39,0.56,0.67,0.63,0.64,0.45,0.45
422132,35.8696,128.5453,0.39,0.2,0.23,0.26,0.63,0.65,29.79,31.67,31.45,31.25,25.29,24.56,0.15,0.04,0.06,0.07,0.33,0.41,0.65,0.7,0.7,0.69,0.46,0.46
422141,35.8455,128.5711,0.4,0.12,0.18,0.21,0.67,0.65,28.63,30.98,30.71,30.55,23.62,23.75,0.16,0.02,0.04,0.05,0.36,0.42,0.58,0.67,0.66,0.66,0.43,0.44
422154,35.8898,128.6331,0.38,0.19,0.27,0.29,0.66,0.66,28.75,30.56,29.94,29.77,23.81,23.49,0.15,0.04,0.08,0.09,0.34,0.41,0.58,0.65,0.62,0.61,0.43,0.42
422155,35.923,128.5507,0.44,0.18,0.26,0.27,0.67,0.68,29.62,32.38,31.83,31.68,25.01,24.34,0.19,0.03,0.07,0.08,0.35,0.43,0.59,0.75,0.71,0.72,0.49,0.49
422158,35.8933,128.6021,0.36,0.22,0.27,0.29,0.69,0.68,31.27,32.68,32.23,32.06,24.86,24.74,0.13,0.05,0.08,0.09,0.37,0.43,0.72,0.75,0.74,0.73,0.5,0.49
422161,35.8653,128.64,0.38,0.2,0.26,0.26,0.67,0.66,28.62,30.38,29.93,29.9,23.34,23.28,0.15,0.04,0.07,0.07,0.36,0.42,0.55,0.61,0.59,0.59,0.41,0.41
422171,35.8379,128.4887,0.43,0.21,0.28,0.29,0.63,0.65,28.52,30.95,30.42,30.33,25.0,24.2,0.19,0.05,0.08,0.09,0.31,0.39,0.56,0.64,0.62,0.63,0.47,0.46
422201,35.7,128.46,0.45,0.18,0.25,0.27,0.65,0.65,24.87,27.39,26.97,26.84,21.4,21.28,0.2,0.03,0.07,0.08,0.35,0.41,0.59,0.7,0.69,0.68,0.47,0.47
422203,35.8376,128.6976,0.41,0.24,0.28,0.28,0.66,0.66,26.68,28.37,28.06,28.05,22.25,21.9,0.16,0.06,0.08,0.08,0.35,0.41,0.55,0.6,0.59,0.59,0.42,0.41
422204,35.8167,128.5287,0.38,0.11,0.16,0.2,0.6,0.58,27.23,29.29,29.11,28.89,23.6,23.9,0.15,0.01,0.03,0.05,0.31,0.35,0.56,0.64,0.63,0.62,0.43,0.43
422205,35.8649,128.4572,0.45,0.23,0.28,0.29,0.63,0.62,26.5,28.89,28.49,28.35,23.3,23.21,0.2,0.05,0.08,0.09,0.33,0.38,0.59,0.68,0.66,0.66,0.49,0.49
422206,35.8344,128.5411,0.41,0.15,0.24,0.26,0.66,0.65,28.93,31.32,30.79,30.64,24.11,24.1,0.17,0.02,0.06,0.07,0.36,0.42,0.56,0.64,0.62,0.61,0.42,0.42
422207,35.859,128.5519,0.36,0.19,0.25,0.27,0.67,0.65,29.74,31.28,30.92,30.72,23.83,24.21,0.13,0.04,0.06,0.08,0.38,0.42,0.68,0.72,0.71,0.69,0.45,0.46
422208,35.8876,128.5844,0.37,0.21,0.27,0.29,0.68,0.67,29.27,30.81,30.32,30.15,23.54,23.49,0.14,0.05,0.08,0.09,0.38,0.44,0.65,0.69,0.68,0.68,0.47,0.46
422209,35.7973,128.505,0.42,0.13,0.18,0.23,0.68,0.64,26.24,28.67,28.44,28.16,21.67,22.24,0.18,0.02,0.04,0.06,0.36,0.39,0.59,0.71,0.7,0.69,0.45,0.45
437112,35.9802,129.3748,0.39,0.23,0.28,0.29,0.7,0.7,31.91,33.78,33.34,33.23,25.6,25.06,0.15,0.05,0.08,0.09,0.36,0.43,0.53,0.57,0.56,0.57,0.41,0.41
437113,36.0707,129.3803,0.43,0.2,0.27,0.28,0.75,0.74,33.53,36.41,35.82,35.71,25.54,25.11,0.18,0.04,0.07,0.09,0.43,0.52,0.54,0.61,0.6,0.63,0.41,0.4
437114,36.0188,129.3658,0.38,0.23,0.26,0.27,0.78,0.76,33.02,34.72,34.41,34.32,23.54,23.33,0.14,0.05,0.07,0.08,0.44,0.52,0.53,0.56,0.55,0.57,0.39,0.39
437115,35.9684,129.36,0.34,0.19,0.21,0.26,0.75,0.74,33.62,35.18,34.97,34.62,24.64,24.23,0.12,0.04,0.05,0.07,0.41,0.48,0.62,0.65,0.66,0.67,0.49,0.48
437116,35.9631,129.3768,0.42,0.14,0.2,0.26,0.77,0.76,36.33,39.56,39.13,38.64,26.75,26.3,0.17,0.02,0.04,0.07,0.44,0.49,0.44,0.54,0.52,0.52,0.37,0.37
437117,36.0301,129.3756,0.39,0.22,0.27,0.29,0.77,0.77,36.83,38.96,38.45,38.27,26.86,25.93,0.15,0.05,0.07,0.09,0.43,0.51,0.54,0.59,0.58,0.6,0.41,0.41
437118,35.9668,129.4087,0.35,0.19,0.22,0.22,0.77,0.8,35.37,37.09,36.84,36.85,26.32,23.41,0.12,0.04,0.05,0.05,0.38,0.51,0.52,0.54,0.54,0.55,0.4,0.4
437119,35.9974,129.4054,0.34,0.17,0.23,0.22,0.63,0.65,37.69,39.48,39.03,39.13,31.64,30.72,0.12,0.03,0.06,0.06,0.31,0.35,0.44,0.47,0.47,0.48,0.34,0.35
437120,35.9963,129.3522,0.39,0.24,0.28,0.32,0.76,0.77,33.12,34.87,34.51,34.12,24.86,23.36,0.15,0.06,0.08,0.11,0.4,0.51,0.49,0.52,0.51,0.52,0.37,0.38
437121,35.99,129.3977,0.43,0.25,0.27,0.29,0.68,0.64,26.87,28.75,28.59,28.45,21.95,22.79,0.18,0.06,0.08,0.09,0.39,0.44,0.51,0.54,0.54,0.53,0.39,0.4
437122,35.8507,129.2076,0.38,0.2,0.21,0.23,0.68,0.67,26.43,28.05,27.98,27.84,21.5,21.25,0.15,0.04,0.05,0.06,0.35,0.41,0.51,0.57,0.57,0.58,0.41,0.42
437123,35.8351,129.287,0.41,0.11,0.21,0.22,0.61,0.65,29.12,31.67,31.17,31.13,25.92,24.67,0.17,0.01,0.05,0.05,0.26,0.33,0.82,1.02,0.94,0.97,0.69,0.66
437124,35.9907,129.227,0.42,0.18,0.25,0.25,0.73,0.75,33.23,36.02,35.38,35.42,25.83,24.3,0.17,0.03,0.07,0.07,0.4,0.49,0.74,0.88,0.85,0.88,0.58,0.56
437125,35.7157,129.3236,0.4,0.14,0.22,0.21,0.71,0.69,29.44,31.82,31.39,31.42,23.66,23.45,0.16,0.02,0.05,0.05,0.36,0.42,0.54,0.65,0.63,0.64,0.44,0.43
437131,36.1206,128.1161,0.4,0.15,0.23,0.23,0.67,0.64,27.43,29.53,29.11,29.09,22.36,22.99,0.16,0.02,0.05,0.06,0.37,0.42,0.56,0.68,0.65,0.66,0.46,0.46
437132,36.1441,128.1372,0.37,0.15,0.17,0.18,0.67,0.65,29.8,31.79,31.66,31.6,24.22,24.36,0.14,0.02,0.03,0.04,0.36,0.41,0.52,0.57,0.57,0.57,0.41,0.42
437133,36.1215,128.1839,0.4,0.13,0.22,0.22,0.69,0.7,28.9,31.31,30.83,30.84,23.39,22.76,0.16,0.02,0.05,0.05,0.38,0.45,0.44,0.51,0.5,0.5,0.36,0.36
437141,36.5683,128.728,0.42,0.16,0.24,0.24,0.73,0.69,27.93,30.43,29.91,29.94,21.74,22.37,0.18,0.03,0.07,0.07,0.4,0.45,0.49,0.58,0.56,0.56,0.4,0.41
437151,36.1019,128.3858,0.4,0.22,0.29,0.29,0.59,0.6,26.44,28.16,27.61,27.57,23.46,23.08,0.16,0.05,0.09,0.09,0.28,0.34,0.49,0.54,0.52,0.52,0.4,0.4
437152,36.1308,128.3258,0.42,0.2,0.27,0.27,0.66,0.66,30.95,33.46,32.89,32.85,25.9,25.74,0.18,0.04,0.07,0.08,0.37,0.43,0.51,0.6,0.58,0.58,0.42,0.42
437153,36.1108,128.3386,0.38,0.2,0.25,0.26,0.63,0.66,27.03,28.63,28.31,28.27,22.94,22.02,0.15,0.04,0.06,0.07,0.32,0.4,0.46,0.5,0.49,0.49,0.36,0.36
437154,36.1372,128.4394,0.4,0.21,0.29,0.29,0.67,0.66,28.0,29.84,29.24,29.16,22.99,22.85,0.16,0.04,0.08,0.09,0.36,0.42,0.54,0.59,0.57,0.57,0.42,0.42
437156,36.1061,128.4188,0.37,0.19,0.22,0.23,0.62,0.65,29.88,31.61,31.4,31.33,25.62,24.66,0.14,0.04,0.05,0.06,0.3,0.38,0.53,0.57,0.57,0.56,0.4,0.4
437161,36.8212,128.6132,0.35,0.2,0.27,0.27,0.69,0.67,30.15,31.52,30.99,30.99,23.67,23.89,0.12,0.04,0.07,0.08,0.39,0.41,0.44,0.46,0.44,0.44,0.33,0.34
437162,36.8287,128.6262,0.36,0.19,0.26,0.26,0.68,0.69,30.24,31.81,31.3,31.29,24.1,23.6,0.13,0.04,0.07,0.07,0.38,0.43,0.46,0.5,0.48,0.47,0.35,0.35
437171,35.825,128.7433,0.44,0.19,0.27,0.28,0.69,0.67,30.88,33.78,33.14,33.08,25.46,25.59,0.19,0.04,0.07,0.08,0.38,0.42,0.59,0.68,0.65,0.66,0.48,0.47
437172,35.9126,128.8145,0.36,0.26,0.31,0.32,0.69,0.68,29.79,30.83,30.31,30.21,23.62,23.35,0.13,0.07,0.1,0.11,0.37,0.43,0.6,0.6,0.57,0.57,0.42,0.42
437181,36.4289,128.1578,0.4,0.17,0.21,0.21,0.63,0.62,29.41,31.66,31.37,31.4,25.08,25.17,0.16,0.03,0.05,0.05,0.33,0.38,0.59,0.69,0.68,0.68,0.47,0.48
437191,35.9907,128.4185,0.39,0.18,0.23,0.24,0.69,0.69,29.83,31.84,31.5,31.45,24.03,23.57,0.15,0.03,0.06,0.06,0.37,0.44,0.55,0.61,0.6,0.6,0.41,0.41
437201,36.4201,129.3638,0.43,0.23,0.3,0.3,0.73,0.72,24.85,26.84,26.26,26.26,19.48,19.29,0.19,0.05,0.09,0.09,0.4,0.47,0.77,0.91,0.86,0.86,0.63,0.63
437203,36.5375,129.4072,0.43,0.23,0.28,0.28,0.71,0.7,27.35,29.48,29.14,29.12,22.2,21.69,0.19,0.06,0.08,0.08,0.36,0.44,0.59,0.69,0.67,0.68,0.51,0.52
437211,36.5868,128.1862,0.42,0.22,0.28,0.27,0.69,0.68,28.22,30.33,29.89,29.92,22.8,22.89,0.18,0.05,0.08,0.08,0.4,0.45,0.68,0.8,0.77,0.78,0.51,0.51
437221,35.9175,128.2901,0.39,0.2,0.27,0.28,0.65,0.64,24.92,26.47,26.02,25.93,20.67,20.67,0.15,0.04,0.08,0.08,0.35,0.41,0.47,0.49,0.48,0.48,0.36,0.37
437402,35.9729,128.9378,0.4,0.18,0.23,0.23,0.73,0.7,30.97,33.23,32.84,32.85,24.13,24.31,0.16,0.03,0.06,0.06,0.38,0.43,0.71,0.77,0.76,0.78,0.54,0.53
437412,36.3527,128.697,0.4,0.14,0.21,0.22,0.69,0.68,26.91,29.12,28.73,28.7,21.68,21.66,0.16,0.02,0.05,0.05,0.38,0.43,0.62,0.7,0.7,0.71,0.51,0.5
437421,36.9972,129.4029,0.38,0.25,0.28,0.28,0.6,0.57,36.42,38.22,37.86,37.82,31.98,32.46,0.15,0.06,0.08,0.08,0.28,0.32,0.62,0.69,0.68,0.68,0.48,0.51
437431,37.0486,129.0653,0.45,0.15,0.22,0.23,0.68,0.66,23.21,25.68,25.35,25.27,19.75,19.7,0.2,0.02,0.05,0.06,0.33,0.38,0.59,0.76,0.72,0.71,0.51,0.51
437432,36.8927,128.7316,0.48,0.2,0.28,0.34,0.74,0.74,15.84,17.75,17.38,17.03,12.41,12.28,0.23,0.04,0.09,0.13,0.46,0.52,0.63,0.73,0.71,0.71,0.51,0.51
437542,37.4841,130.9056,0.35,0.06,0.11,0.11,0.44,0.4,47.06,50.08,49.92,49.92,45.12,46.8,0.12,0.0,0.01,0.01,0.21,0.24,0.71,1.01,1.03,1.03,0.87,0.9
437551,35.7262,128.2817,0.44,0.19,0.28,0.29,0.62,0.61,21.81,23.79,23.28,23.24,19.19,19.19,0.19,0.04,0.08,0.09,0.31,0.34,0.45,0.51,0.49,0.49,0.38,0.38
437561,36.2379,128.5746,0.5,0.13,0.24,0.23,0.71,0.71,31.63,36.26,35.53,35.58,26.3,25.93,0.25,0.02,0.06,0.06,0.41,0.5,0.63,0.86,0.84,0.86,0.54,0.52
437571,36.6667,129.1124,0.43,0.16,0.24,0.24,0.7,0.69,25.27,27.62,27.17,27.17,20.76,20.36,0.18,0.03,0.06,0.06,0.35,0.41,0.64,0.76,0.74,0.73,0.54,0.54
437581,36.5768,128.4732,0.4,0.22,0.28,0.28,0.65,0.64,28.29,30.11,29.65,29.6,23.72,23.6,0.16,0.05,0.08,0.08,0.36,0.41,0.52,0.56,0.56,0.57,0.42,0.43
437591,35.6498,128.7063,0.42,0.12,0.17,0.18,0.66,0.65,25.16,27.47,27.25,27.2,21.35,20.97,0.17,0.02,0.03,0.04,0.32,0.39,0.87,1.03,1.0,1.0,0.63,0.62
525111,36.3728,127.4172,0.46,0.18,0.34,0.34,0.61,0.6,28.3,31.38,29.96,29.97,25.38,25.57,0.21,0.03,0.12,0.12,0.31,0.36,0.61,0.8,0.72,0.71,0.54,0.54
525112,36.4469,127.4047,0.47,0.14,0.34,0.34,0.63,0.58,28.37,31.81,30.25,30.21,25.28,26.25,0.22,0.02,0.12,0.12,0.33,0.36,0.49,0.65,0.56,0.56,0.41,0.41
525121,36.3161,127.4378,0.43,0.13,0.26,0.27,0.61,0.58,23.36,25.66,24.97,24.89,20.58,21.08,0.18,0.02,0.07,0.08,0.32,0.35,0.52,0.65,0.59,0.6,0.46,0.47
525141,36.3724,127.3739,0.46,0.16,0.35,0.36,0.66,0.63,27.3,30.35,28.8,28.69,23.35,23.9,0.21,0.03,0.13,0.13,0.36,0.39,0.55,0.69,0.6,0.61,0.47,0.47
525142,36.3682,127.3185,0.45,0.16,0.31,0.32,0.66,0.6,27.81,30.74,29.57,29.49,23.82,24.83,0.2,0.03,0.1,0.11,0.34,0.35,0.54,0.67,0.61,0.62,0.46,0.46
525143,36.3352,127.3345,0.5,0.2,0.38,0.39,0.64,0.62,22.71,25.75,24.31,24.18,20.27,20.56,0.25,0.04,0.15,0.16,0.35,0.39,0.53,0.69,0.59,0.6,0.48,0.47
525144,36.4252,127.3959,0.5,0.15,0.38,0.38,0.6,0.59,26.43,30.13,28.24,28.14,24.6,24.66,0.25,0.02,0.14,0.15,0.31,0.35,0.5,0.72,0.58,0.58,0.44,0.45
525161,36.3444,127.4372,0.47,0.17,0.33,0.33,0.64,0.61,29.56,32.94,31.58,31.55,26.18,26.44,0.22,0.03,0.11,0.11,0.32,0.36,0.57,0.78,0.65,0.67,0.49,0.5
525162,36.3025,127.4601,0.49,0.14,0.33,0.33,0.68,0.66,25.35,28.7,27.38,27.35,21.55,21.82,0.24,0.02,0.11,0.12,0.38,0.41,0.6,0.84,0.72,0.73,0.57,0.56
525171,36.3045,127.3667,0.46,0.12,0.36,0.37,0.68,0.65,25.21,28.15,26.45,26.32,21.08,21.58,0.21,0.02,0.13,0.14,0.38,0.41,0.89,1.23,0.89,0.9,0.78,0.76
525172,36.3544,127.3835,0.35,0.17,0.25,0.26,0.59,0.56,29.8,31.38,30.85,30.74,25.88,26.46,0.12,0.03,0.07,0.07,0.28,0.32,0.73,0.85,0.78,0.8,0.66,0.66
533112,36.6447,127.4368,0.44,0.25,0.39,0.39,0.65,0.62,33.31,36.0,34.24,34.22,28.38,29.12,0.2,0.06,0.16,0.16,0.37,0.43,0.54,0.64,0.57,0.57,0.44,0.44
533113,36.6661,127.4749,0.46,0.25,0.37,0.37,0.71,0.66,30.08,32.9,31.49,31.52,24.51,25.48,0.22,0.06,0.14,0.14,0.4,0.44,0.51,0.64,0.55,0.55,0.41,0.42
533114,36.6358,127.5036,0.52,0.28,0.4,0.4,0.68,0.66,20.83,23.47,22.37,22.36,18.18,18.43,0.27,0.08,0.17,0.17,0.38,0.44,0.5,0.65,0.58,0.57,0.43,0.42
533115,36.6088,127.5013,0.46,0.18,0.37,0.37,0.67,0.63,32.57,36.01,33.96,34.07,27.69,28.39,0.21,0.03,0.14,0.14,0.36,0.41,0.51,0.68,0.55,0.56,0.44,0.45
534111,36.8143,127.1521,0.39,0.2,0.32,0.32,0.68,0.65,30.38,32.35,31.31,31.29,24.69,25.2,0.15,0.04,0.1,0.11,0.36,0.41,0.44,0.51,0.45,0.46,0.35,0.36
534112,36.8251,127.1106,0.49,0.18,0.31,0.33,0.73,0.69,33.11,37.43,36.12,35.87,26.9,27.49,0.24,0.03,0.1,0.12,0.41,0.45,0.5,0.65,0.57,0.57,0.42,0.41
534115,36.8834,127.2074,0.43,0.17,0.36,0.36,0.7,0.7,36.26,39.68,37.61,37.62,28.94,28.81,0.19,0.03,0.13,0.13,0.42,0.48,0.54,0.7,0.59,0.59,0.45,0.44
534116,36.7844,127.1229,0.39,0.19,0.3,0.31,0.66,0.66,33.43,35.68,34.68,34.56,27.83,27.33,0.15,0.04,0.09,0.1,0.34,0.4,0.46,0.52,0.48,0.48,0.37,0.37
534342,36.447,127.1192,0.44,0.14,0.28,0.3,0.67,0.65,29.89,32.89,31.88,31.68,24.96,25.34,0.19,0.02,0.08,0.09,0.36,0.4,0.52,0.64,0.58,0.59,0.44,0.45
534343,36.3086,127.0671,0.41,0.15,0.27,0.29,0.69,0.66,31.58,34.18,33.27,33.1,25.42,26.13,0.17,0.02,0.08,0.09,0.39,0.42,0.55,0.64,0.6,0.6,0.45,0.46
534411,36.2755,126.9113,0.4,0.18,0.31,0.34,0.62,0.61,29.36,31.51,30.47,30.2,25.42,25.34,0.16,0.04,0.1,0.12,0.32,0.37,0.59,0.67,0.63,0.62,0.52,0.52
534421,36.9897,126.3853,0.36,0.14,0.29,0.31,0.64,0.64,32.25,34.22,33.07,32.9,27.28,26.68,0.13,0.02,0.09,0.1,0.3,0.37,0.47,0.54,0.49,0.49,0.37,0.38
534422,36.7799,126.4561,0.41,0.11,0.29,0.32,0.67,0.6,34.39,37.45,36.05,35.69,28.68,30.01,0.17,0.01,0.09,0.11,0.33,0.36,0.51,0.62,0.54,0.54,0.41,0.43
534423,36.938,126.4339,0.39,0.15,0.3,0.32,0.66,0.66,28.57,30.64,29.61,29.37,23.7,23.34,0.15,0.02,0.09,0.11,0.34,0.41,0.48,0.55,0.5,0.51,0.38,0.39
534424,36.8391,126.4609,0.41,0.12,0.32,0.34,0.67,0.65,34.08,37.01,35.28,35.11,28.19,28.22,0.16,0.02,0.11,0.12,0.35,0.41,0.69,0.87,0.72,0.71,0.55,0.56
534433,36.9765,126.7164,0.41,0.1,0.26,0.38,0.72,0.69,41.73,45.56,44.17,42.44,32.92,33.05,0.17,0.01,0.07,0.14,0.39,0.45,0.53,0.63,0.58,0.53,0.41,0.4
534434,36.8899,126.6458,0.39,0.13,0.27,0.3,0.63,0.63,35.91,38.65,37.53,37.21,30.83,30.36,0.15,0.02,0.08,0.09,0.31,0.36,0.52,0.58,0.53,0.52,0.4,0.4
534441,36.7829,127.0145,0.43,0.23,0.34,0.35,0.69,0.67,30.35,32.83,31.72,31.62,24.75,25.05,0.19,0.05,0.12,0.13,0.38,0.43,0.45,0.53,0.48,0.48,0.38,0.37
534442,36.7738,127.0539,0.43,0.19,0.32,0.33,0.69,0.67,35.14,38.16,36.85,36.69,28.72,28.93,0.18,0.04,0.11,0.12,0.37,0.42,0.42,0.49,0.45,0.45,0.35,0.35
534443,36.7625,126.8887,0.4,0.17,0.33,0.34,0.67,0.65,32.76,35.18,33.74,33.62,26.99,27.3,0.16,0.03,0.11,0.12,0.35,0.38,0.5,0.57,0.51,0.51,0.41,0.41
534444,36.9143,127.0596,0.39,0.24,0.32,0.32,0.66,0.64,32.9,34.64,33.8,33.8,27.14,27.47,0.15,0.06,0.11,0.11,0.35,0.4,0.5,0.55,0.51,0.51,0.39,0.39
534445,36.8734,126.8798,0.41,0.17,0.32,0.32,0.68,0.67,35.98,38.94,37.4,37.36,29.48,29.22,0.17,0.03,0.11,0.11,0.37,0.42,0.51,0.58,0.53,0.53,0.42,0.42
534451,36.1994,127.0871,0.46,0.26,0.42,0.42,0.71,0.69,28.23,30.77,28.91,28.86,22.59,22.96,0.21,0.07,0.18,0.18,0.43,0.48,0.55,0.66,0.58,0.59,0.47,0.47
534452,36.1251,127.0991,0.48,0.2,0.38,0.38,0.73,0.72,27.51,30.67,29.0,28.91,21.8,21.72,0.23,0.04,0.15,0.15,0.44,0.49,0.6,0.76,0.65,0.66,0.49,0.48
534453,36.2154,127.0439,0.44,0.28,0.42,0.42,0.73,0.71,31.26,33.48,31.68,31.64,24.26,24.65,0.2,0.08,0.18,0.18,0.45,0.49,0.79,0.95,0.8,0.81,0.58,0.58
534462,36.8697,126.2805,0.35,0.1,0.25,0.27,0.7,0.7,33.7,35.76,34.75,34.59,26.59,25.76,0.12,0.01,0.07,0.08,0.35,0.44,0.51,0.59,0.53,0.53,0.4,0.41
534463,36.7467,126.3015,0.45,0.11,0.34,0.35,0.72,0.71,35.81,39.97,37.77,37.59,29.0,28.61,0.21,0.01,0.12,0.13,0.38,0.45,0.57,0.74,0.62,0.63,0.48,0.5
534465,36.8242,126.2572,0.41,0.1,0.31,0.33,0.7,0.69,31.05,33.88,32.4,32.1,25.0,24.54,0.17,0.01,0.1,0.12,0.37,0.45,0.59,0.74,0.6,0.61,0.44,0.45
534471,36.6774,126.8489,0.4,0.18,0.33,0.34,0.72,0.7,28.05,30.13,28.89,28.85,21.85,21.87,0.16,0.04,0.11,0.12,0.4,0.45,0.54,0.63,0.54,0.55,0.43,0.44
534472,36.6881,126.7392,0.39,0.19,0.32,0.33,0.67,0.67,33.8,36.05,34.73,34.68,27.6,27.28,0.15,0.04,0.11,0.11,0.37,0.41,0.6,0.67,0.6,0.59,0.47,0.46
534481,36.3531,126.5897,0.43,0.16,0.31,0.34,0.64,0.64,31.41,34.29,32.96,32.69,26.95,26.71,0.18,0.03,0.1,0.12,0.33,0.4,0.6,0.73,0.66,0.66,0.51,0.5
534482,36.3908,126.5693,0.45,0.26,0.39,0.41,0.67,0.65,26.79,28.98,27.63,27.43,22.56,22.83,0.2,0.07,0.16,0.17,0.37,0.41,0.64,0.74,0.66,0.67,0.53,0.51
534491,36.5977,126.6551,0.43,0.18,0.35,0.36,0.68,0.67,29.46,32.03,30.49,30.43,24.32,24.24,0.18,0.04,0.13,0.13,0.37,0.43,0.53,0.62,0.53,0.53,0.41,0.41
534492,36.6533,126.668,0.4,0.2,0.32,0.32,0.7,0.68,29.21,31.29,30.25,30.22,23.49,23.57,0.16,0.04,0.11,0.11,0.37,0.43,0.61,0.65,0.61,0.61,0.48,0.49
534501,36.1072,127.4907,0.45,0.18,0.32,0.35,0.71,0.71,26.21,28.85,27.78,27.5,21.09,20.86,0.2,0.04,0.11,0.13,0.4,0.46,0.51,0.64,0.59,0.6,0.45,0.45
