,PM10,PM25,CO,SO2,NO2,O3,aod354,aod443,aod550,alh,distance,t2m,rh,blh,sp,ws,wd
2022-01-27 04:00:00,42.0,29.0,0.5,0.003,0.017,0.038,0.2749316096305847,0.2226552069187164,0.1987102329730987,1.7904051542282104,2.6080000400543213,277.172,45.656,753.993,100649.967,3.628,337.301
2022-01-27 06:00:00,30.0,23.0,0.4,0.003,0.014,0.044,0.395682156085968,0.2778521776199341,0.1904695630073547,0.2354175448417663,2.9140000343322754,277.453,47.287,795.854,100581.72,3.687,330.049
2022-01-28 01:00:00,27.0,15.0,0.5,0.003,0.013,0.033,0.2833369374275207,0.1998297423124313,0.1375086009502411,0.6152477264404297,2.299999952316284,272.732,57.998,735.76,100843.588,3.481,348.383
2022-01-28 02:00:00,27.0,13.0,0.4,0.003,0.011,0.037,0.1251186728477478,0.088107980787754,0.060548510402441,1.5639173984527588,2.4019999504089355,273.964,52.461,790.799,100822.768,3.671,345.294
2022-01-28 03:00:00,24.0,11.0,0.4,0.003,0.009,0.04,0.232825756072998,0.1890351623296737,0.1686539947986602,1.2533880472183228,2.365999937057495,274.935,48.576,837.82,100736.636,3.791,343.181
2022-01-28 04:00:00,20.0,14.0,0.4,0.003,0.011,0.039,0.1782338321208953,0.1446605175733566,0.1290709376335144,1.4877694845199585,2.125999927520752,275.568,46.768,892.305,100650.213,3.9,339.511
2022-01-28 05:00:00,20.0,10.0,0.4,0.003,0.011,0.04,0.4857154190540313,0.3454000353813171,0.2393637001514434,0.4814165830612182,2.13100004196167,275.956,46.232,930.375,100605.565,3.981,334.13
2022-01-28 06:00:00,24.0,11.0,0.4,0.003,0.01,0.042,0.3207709789276123,0.2269991338253021,0.1566658616065979,0.3943690061569214,2.500999927520752,275.841,47.505,931.859,100590.953,4.069,332.352
2022-01-29 01:00:00,23.0,11.0,0.4,0.003,0.008,0.035,0.8442360758781433,0.5910860300064087,0.4041263461112976,0.2671401798725128,1.590999960899353,272.162,55.055,681.737,100584.363,3.516,352.762
2022-01-29 03:00:00,16.0,11.0,0.4,0.003,0.009,0.039,0.8660930395126343,0.6097888946533203,0.4189861714839935,0.267638087272644,1.8799999952316284,274.56,43.505,809.707,100468.755,3.706,345.833
2022-01-29 05:00:00,19.0,9.0,0.4,0.003,0.007,0.043,0.2376781105995178,0.1929938048124313,0.1721831262111663,0.9144590497016908,1.625,275.428,41.248,904.666,100348.688,4.28,336.04
2022-01-29 06:00:00,17.0,9.0,0.4,0.003,0.008,0.044,0.5578305721282959,0.3918808698654175,0.2687375247478485,0.8293622136116028,2.0999999046325684,275.141,43.09,900.842,100322.926,4.396,337.647
2022-01-30 01:00:00,18.0,11.0,0.4,0.003,0.006,0.039,0.6505082845687866,0.4546294808387756,0.310325413942337,0.6316530704498291,1.4900000095367432,272.258,43.581,494.332,100447.942,3.118,354.626
2022-01-30 03:00:00,17.0,12.0,0.4,0.003,0.006,0.043,0.6263500452041626,0.4393852353096008,0.3009330630302429,0.4755300283432007,1.5449999570846558,275.056,35.877,637.363,100416.621,3.267,347.665
2022-01-30 04:00:00,19.0,14.0,0.4,0.003,0.007,0.044,0.1247935518622398,0.1011593639850616,0.0902744159102439,1.986313343048096,1.4730000495910645,275.959,34.505,724.06,100335.038,3.487,341.679
2022-01-30 05:00:00,20.0,10.0,0.4,0.003,0.007,0.044,0.3284995555877685,0.2329510897397995,0.1610566973686218,0.5437654256820679,1.4420000314712524,276.22,35.358,802.07,100301.896,3.753,336.892
2022-01-30 06:00:00,18.0,11.0,0.4,0.003,0.006,0.044,0.2111573219299316,0.1481966823339462,0.1015412434935569,0.4212573766708374,1.85699999332428,276.148,37.728,817.983,100296.121,3.963,334.663
2022-01-31 01:00:00,20.0,12.0,0.4,0.003,0.007,0.041,0.235056072473526,0.1687640994787216,0.117884337902069,0.8047837018966675,1.47599995136261,273.546,52.608,650.115,100877.816,1.986,355.639
2022-01-31 02:00:00,10.0,6.0,0.4,0.003,0.006,0.043,0.170932799577713,0.1217087358236312,0.0844355523586273,1.1802598237991333,1.590000033378601,275.178,48.497,716.377,100894.874,2.191,346.325
2022-01-31 03:00:00,16.0,5.0,0.4,0.003,0.006,0.045,0.1924643963575363,0.1564446985721588,0.1395495384931564,1.52074933052063,1.472000002861023,276.474,47.559,793.848,100827.243,2.303,327.517
2022-01-31 04:00:00,17.0,9.0,0.4,0.003,0.007,0.045,0.118276409804821,0.0960608646273613,0.0856996178627014,1.760236740112305,1.3480000495910645,277.201,46.444,865.79,100712.444,2.291,323.715
2022-01-31 05:00:00,20.0,12.0,0.4,0.003,0.006,0.048,0.169106513261795,0.1372774839401245,0.1224799901247024,1.5416299104690552,1.6759999990463257,277.689,45.98,913.962,100606.407,2.26,320.98
2022-01-31 06:00:00,21.0,16.0,0.4,0.003,0.005,0.048,0.2129213064908981,0.1725129634141922,0.1539594531059265,1.5320793390274048,1.537999987602234,277.866,46.286,931.014,100597.223,2.46,311.094
2022-02-02 06:00:00,15.0,11.0,0.4,0.002,0.005,0.044,0.4233192205429077,0.2981285750865936,0.2048942148685455,0.1558482646942138,1.343000054359436,275.064,51.158,1088.84,100966.694,4.311,329.836
2022-02-02 07:00:00,16.0,12.0,0.4,0.002,0.006,0.043,0.2933435142040252,0.209625095129013,0.145866572856903,0.559333324432373,1.5740000009536743,274.845,51.546,1020.447,100930.051,4.138,332.419
2022-02-03 01:00:00,24.0,14.0,0.5,0.002,0.013,0.037,0.3550939261913299,0.2511396706104278,0.1732384860515594,0.2231996059417724,1.3769999742507937,274.172,61.935,850.726,101048.534,3.006,344.701
2022-02-03 02:00:00,21.0,9.0,0.4,0.002,0.011,0.04,0.631074845790863,0.4429370462894439,0.3035095036029815,0.1177288293838501,1.86899995803833,275.121,54.212,1060.274,101039.162,3.665,335.463
2022-02-03 03:00:00,16.0,10.0,0.4,0.002,0.007,0.045,0.3239167928695678,0.2626049220561981,0.2343442887067794,1.2283432483673096,2.1549999713897705,275.678,50.297,1103.805,100992.921,3.916,334.593
2022-02-03 05:00:00,20.0,10.0,0.4,0.002,0.007,0.045,0.21551114320755,0.1747377961874008,0.1559309810400009,1.3264172077178955,1.820000052452088,275.937,43.466,1129.496,100816.102,4.305,338.938
2022-02-03 06:00:00,17.0,11.0,0.4,0.002,0.009,0.043,0.3049240410327911,0.2149651050567627,0.1478699445724487,0.3199271559715271,1.812999963760376,275.543,39.756,1110.69,100760.044,4.295,341.147
2022-02-03 07:00:00,20.0,9.0,0.4,0.002,0.01,0.044,0.1346693187952041,0.0974418967962265,0.0684883520007133,0.6947261095046997,1.9880000352859497,275.413,41.302,1001.687,100750.45,3.81,338.911
2022-02-04 01:00:00,39.0,23.0,0.7,0.003,0.037,0.017,0.6066881418228149,0.461332231760025,0.326652467250824,0.4271548986434936,1.1640000343322754,274.297,61.014,1167.93,100833.43,2.637,321.513
2022-02-04 02:00:00,33.0,20.0,0.5,0.003,0.02,0.032,0.6450673341751099,0.4905163943767547,0.347316712141037,0.8061648607254028,1.3200000524520874,275.567,57.466,1458.057,100833.087,4.112,322.261
2022-02-06 01:00:00,24.0,14.0,0.5,0.003,0.014,0.033,0.6622829437255859,0.5038655996322632,0.3569262623786926,0.0781570076942443,0.1129999980330467,272.292,49.634,604.027,101227.163,1.197,230.286
2022-02-08 01:00:00,21.0,13.0,0.5,0.003,0.011,0.04,0.801975429058075,0.5650202631950378,0.3884512186050415,0.0710424184799194,0.1710000038146972,274.836,55.73,736.008,101047.674,2.148,8.27
2022-02-08 03:00:00,25.0,10.0,0.5,0.003,0.01,0.042,0.5496416091918945,0.3863816559314728,0.2651195228099823,0.5032766461372375,0.5370000004768372,277.22,52.616,1252.716,101004.986,3.447,349.707
2022-02-08 04:00:00,26.0,14.0,0.4,0.003,0.008,0.045,0.1299649029970169,0.1052067577838897,0.0938919186592102,1.8938419818878167,1.6660000085830688,277.866,50.443,1342.356,100954.376,3.574,342.863
2022-02-08 05:00:00,18.0,9.0,0.4,0.003,0.009,0.044,0.1221566498279571,0.09888906031847,0.0882539674639701,1.8578423261642456,1.1119999885559082,278.245,48.821,1332.444,100893.673,3.721,337.93
2022-02-08 06:00:00,18.0,8.0,0.4,0.003,0.011,0.043,0.2466330081224441,0.171781450510025,0.1168893501162529,1.995673656463623,0.7149999737739563,278.164,48.743,1324.845,100901.537,3.637,334.027
2022-02-08 07:00:00,21.0,15.0,0.4,0.002,0.012,0.042,0.3752258419990539,0.2650914788246155,0.1826907396316528,0.7315683960914612,0.2549999952316284,278.065,46.323,1277.559,100882.641,3.297,334.469
2022-02-10 01:00:00,57.0,48.0,0.7,0.004,0.035,0.02,0.2614379525184631,0.1988383829593658,0.1408135443925857,2.000746250152588,1.5,276.215,52.351,529.87,100634.861,2.388,342.506
2022-02-10 02:00:00,58.0,42.0,0.6,0.004,0.021,0.037,0.4428005814552307,0.3101206719875335,0.2120897471904754,0.4123480319976806,0.7699999809265137,277.778,41.977,796.35,100636.722,3.092,344.004
2022-02-10 03:00:00,34.0,28.0,0.5,0.004,0.015,0.049,0.4949584603309631,0.34686279296875,0.2373486310243606,0.7257409691810608,0.3989999890327453,278.875,37.255,995.611,100617.069,3.511,340.378
2022-02-10 06:00:00,33.0,18.0,0.5,0.003,0.014,0.056,0.3920310437679291,0.298319011926651,0.2113594114780426,0.090602695941925,0.3569999933242798,279.728,37.667,1240.849,100505.347,4.35,334.802
2022-02-10 07:00:00,32.0,21.0,0.5,0.003,0.013,0.06,0.3673208951950073,0.2802257835865021,0.1989591419696808,0.732276976108551,0.3810000121593475,279.391,39.518,1162.266,100464.053,3.949,333.111
2022-02-11 01:00:00,87.0,62.0,0.8,0.004,0.027,0.045,0.3221563994884491,0.2246569842100143,0.1530415415763855,1.2423068284988403,1.5959999561309814,277.457,54.764,411.835,101027.076,2.028,13.344
2022-02-11 02:00:00,62.0,45.0,0.6,0.004,0.017,0.055,0.3931557536125183,0.2753437161445617,0.1883012801408767,0.7077809572219849,0.925000011920929,279.358,45.274,591.368,100988.594,2.565,14.405
2022-02-11 06:00:00,36.0,30.0,0.5,0.003,0.015,0.057,0.4644381403923034,0.3535058498382568,0.2505128681659698,0.80061936378479,0.3050000071525574,282.399,32.679,1222.355,100791.235,2.563,351.563
2022-02-11 07:00:00,37.0,23.0,0.5,0.003,0.015,0.058,0.8069946765899658,0.564414918422699,0.3855229616165161,0.1073387265205383,0.7099999785423279,282.463,31.68,1142.674,100696.195,2.341,356.031
2022-02-12 01:00:00,78.0,53.0,0.8,0.003,0.04,0.029,0.3452935516834259,0.2625646889209747,0.1859124600887298,3.027687788009644,1.8910000324249268,279.414,46.027,297.108,100859.324,1.348,25.672
2022-02-12 02:00:00,82.0,60.0,0.6,0.003,0.021,0.051,0.4358122944831848,0.3315175771713257,0.234809398651123,0.6219469904899597,1.3109999895095823,281.69,36.217,672.378,100822.462,1.701,32.83
2022-02-12 06:00:00,46.0,30.0,0.5,0.003,0.014,0.067,0.4404034614562988,0.3349222540855407,0.2371675074100494,0.2071484923362732,0.7429999709129333,284.86,28.261,1628.144,100530.432,1.695,348.498
2022-02-12 07:00:00,53.0,34.0,0.5,0.003,0.017,0.064,0.5545429587364197,0.4229524731636047,0.3002345561981201,0.0523672103881835,1.1890000104904177,284.496,28.991,1578.785,100450.933,1.395,348.086
2022-02-14 01:00:00,86.0,62.0,1.1,0.003,0.062,0.009,0.7884964346885681,0.5996745824813843,0.4246641397476196,0.4585558772087097,1.96399998664856,280.06,66.256,160.897,100413.291,0.196,213.122
2022-02-14 02:00:00,95.0,72.0,0.9,0.003,0.053,0.021,0.8548966646194458,0.6504340171813965,0.4607684314250946,0.7048147916793823,1.7130000591278076,282.206,60.506,793.973,100413.956,1.233,246.387
2022-02-14 07:00:00,49.0,29.0,0.5,0.002,0.015,0.058,0.6262139678001404,0.4765264689922333,0.3376221060752868,1.2857764959335327,1.2769999504089355,282.964,31.184,1559.371,100207.926,3.884,295.529
